"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","%protein","num_protein"
"1","Alfacalcidol-0.043 mg/kg in CMC-Rat-Liver-3d-up","30/298",1.3597523232394e-12,1.07094092978335e-08,0,0,4.79386385426654,130.986186711557,"C1QB;LGALS3BP;APCS;C1S;UBE2L6;CXCL1;IFIT3;PSMB10;IFIT2;VTN;GPNMB;CEPT1;JUNB;DECR1;CD53;FGB;STAT3;APOA2;LYZ;SOD2;CP;PSMB9;CXCL10;IRF1;NINJ1;ALB;APOC1;IRF7;PSME2;TRIB1",0,0
"2","Pralidoxime Chloride-48 mg/kg in Saline-Rat-Liver-5d-up","29/281",1.74527348111783e-12,6.87288696864202e-09,0,0,4.91442128452805,133.053581705754,"C1QB;LGALS3BP;PIK3CD;CXCL1;IL2RG;PSMB10;HLA-DMA;EBP;HLA-DMB;GPNMB;ARHGDIB;AP1S2;CD14;CEPT1;CD53;WARS;STAT3;LAPTM5;APOA2;LYZ;SOD2;CP;NIPSNAP1;PSMB9;CXCL10;IRF1;NINJ1;APOC1;PSME2",0,0
"3","Rofecoxib-3 mg/kg in Corn Oil-Rat-Liver-1d-up","31/352",1.88381621368898e-11,4.94564549967146e-08,0,0,4.19372294372294,103.5645601302,"C1QB;LGALS3BP;C1S;UBE2L6;CXCL1;PSMB10;DUSP11;HLA-DMA;HLA-DMB;GPNMB;PLAU;CD14;CEPT1;JUNB;DECR1;CD53;STAT3;APOA2;ASNS;APOA1;LYZ;SOD2;CP;NIPSNAP1;PSMB9;CXCL10;AADAC;IRF1;APOC1;PSME2;MYD88",0,0
"4","Lipopolysaccharide E. Coli O55:B5-1.25 mg/kg in Saline-Rat-Kidney-1d-up","28/295",3.17379302049999e-11,6.24919845736448e-08,0,0,4.51977401129944,109.258795994979,"C1QB;LGALS3BP;PSMD11;UBE2L6;IFIT1;IL2RG;IFIT3;PSMB10;IFIT2;SNN;SNX2;GPNMB;PLAU;ARHGDIB;CCL2;CD14;DECR1;CD53;STAT3;LYZ;SOD2;CP;PSMB9;CXCL10;IRF1;IRF7;PSME2;RIN2",0,0
"5","Lipopolysaccharide E. Coli O55:B5-1.25 mg/kg in Saline-Rat-Liver-1d-up","26/307",1.91563414228108e-09,3.01750690092116e-06,0,0,4.03288351171087,80.9529463677264,"LGALS3BP;APCS;C1S;UBE2L6;PSMB10;SULT1A1;VTN;HLA-DMB;GPNMB;ARHGDIB;CCL2;CD14;CEPT1;DECR1;CD53;FGB;STAT3;APOA2;APOA1;LYZ;SOD2;CP;PSMB9;NINJ1;IRF7;PSME2",0,0
"6","Fludrocortisone Acetate-125 mg/kg in CMC-Rat-Heart-1d-up","25/291",2.94513021623702e-09,3.86597426384713e-06,0,0,4.09098347242677,80.3596498313722,"C1QB;LGALS3BP;PSMD11;UBE2L6;IFI35;IFIT1;IFIT3;PSMB10;IFIT2;PCMTD2;CCL2;CD14;CD36;DECR1;WARS;MMP2;TAP1;TDRD7;PSMB9;CXCL10;EHD4;IRF1;PCCB;ARHGEF3;IRF7",0,0
"7","Prednisolone-184 mg/kg in Water-Rat-Liver-1d-up","25/299",5.12064834297281e-09,5.76146090703626e-06,0,0,3.98152572065616,76.0072653942704,"LGALS3BP;C1S;UBE2L6;CXCL1;IFI35;IFIT1;IFIT3;IFIT2;SULT1A1;DUSP11;VTN;CEPT1;FGB;ABCC2;MMP2;APOA2;TAP1;APOA1;SDHD;PSMB9;CXCL10;IRF1;NINJ1;IRF7;PSME2",0,0
"8","Gentamicin-267 mg/kg in Corn Oil-Rat-Liver-5d-up","25/302",6.26905293820181e-09,6.17188261765968e-06,0,0,3.94197414064964,74.4545905875475,"C1QB;LGALS3BP;STX18;UBE2L6;HMGCR;IFIT1;LITAF;PSMB10;SULT1A1;EBP;HLA-DMB;GPNMB;CEPT1;CD53;ABCC2;MMP2;APOA2;CP;PSMB9;MAFB;NINJ1;PCCB;APOC1;IRF7;PSME2",0,0
"9","Prednisolone-184 mg/kg in Water-Rat-Heart-1d-up","24/281",6.87976000633387e-09,6.02055442332061e-06,0,0,4.06710726995424,76.4399880769085,"LGALS3BP;CLDND1;MMP2;STAT3;UBE2L6;TDRD7;SDHD;IFIT1;IFIT3;IFIT2;PSMB9;PCMTD2;CXCL10;EHD4;IRF1;ALB;PCCB;APOC1;IRF7;PSME2;CCL2;CD14;CD36;PHLDA1",0,0
"10","Lead (II) Acetate-200 mg/kg in Saline-Rat-Liver-5d-up","22/243",1.02292914487265e-08,8.05658994501697e-06,0,0,4.31118949637468,79.3173097143984,"CD53;C1QB;LGALS3BP;APCS;STAT3;LAPTM5;APOA2;UBE2L6;CXCL1;LYZ;SOD2;CP;NIPSNAP1;PSMB10;PSMB9;DUSP11;HLA-DMA;HLA-DMB;GPNMB;IRF1;PSME2;CEPT1",0,0
