"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","%protein","num_protein"
"1","Chlorambucil-0.6 mg/kg in Corn Oil-Rat-Spleen-0.25d-up","52/314",3.51098714352828e-16,2.76525347424288e-12,0,0,3.66382954737613,130.379075385386,"RPL32;GMFG;ITGB2;PIK3CD;LSP1;FAIM3;ETS1;RPL6;CTSS;PYCARD;STK10;TRIM28;CD37;CLIC2;RPS10;GPSM3;FNBP4;CD53;CD97;USP3;AKR1A1;HMHA1;IL16;PIAS1;HCK;TYROBP;LCK;IRF1;SERPING1;LCP1;C1QB;GRN;RGS19;UNC93B1;SP140;IL2RG;AIF1;PSMB10;HLA-DMA;HLA-DMB;INPP5D;PLCG2;FLNA;VCAM1;STAT2;LY86;CLK4;PSMB9;FMNL1;PTPRC;TNIP1;PTPN7",0,0
"2","Bithionol-333 mg/kg in Corn Oil-Rat-Spleen-5d-up","51/319",2.98984112368862e-15,1.17739943450858e-11,0,0,3.53704885288651,118.291491898446,"RPL32;GMFG;PIK3CD;LSP1;FAIM3;ETS1;IFIT3;CTSS;STK10;TRIM28;CD37;CLIC2;RPS10;GPSM3;FNBP4;CD53;CD97;MORC3;SP110;AKR1A1;HMHA1;IL16;PIAS1;HCK;TYROBP;IRF1;IRF7;SERPING1;LCP1;C1QB;UNC93B1;SP140;IL2RG;AIF1;USP18;PSMB10;HLA-DMA;HLA-DMB;CCL5;FLNA;VCAM1;TREX1;STAT2;LAPTM5;LY86;NKG7;PSMB9;CXCL11;FMNL1;PTPRC;PTPN6",0,0
"3","Cyclosporin A-70 mg/kg in Corn Oil-Rat-Spleen-1d-up","51/325",6.48221585933365e-15,1.70179773693706e-11,0,0,3.4717494894486,113.421062863126,"RPL32;ITGB2;PIK3CD;LSP1;IFIT1;ETS1;CTSS;STK10;TRIM28;CD36;CLIC2;RPS10;GPSM3;FNBP4;CD53;CD97;USP3;AKR1A1;HMHA1;IL16;BCR;HCK;TYROBP;LCK;CTDSP1;IRF1;ARHGEF3;IRF7;LCP1;C1QB;GRN;UNC93B1;SP140;IL2RG;AIF1;USP18;PSMB10;ANKMY2;HLA-DMA;HLA-DMB;CCL5;PLCG2;FLNA;VCAM1;STAT1;STAT2;LAPTM5;LY86;PSMB9;FMNL1;ATM",0,0
"4","Etoposide-100 mg/kg in Corn Oil-Rat-Spleen-1d-up","47/296",4.85353372071912e-14,9.55660789609594e-11,0,0,3.51291557043769,107.693640892039,"C1QB;GRN;RGS19;UNC93B1;PIK3CD;ARRB2;AIF1;ETS1;USP18;IFIT3;CTSS;PSMB10;IFIT2;C2;STK10;HLA-DMA;INPP5D;SLCO2B1;FLNA;MGAT1;CD36;CLIC2;GBP2;GPSM3;FNBP4;CD53;CD97;VCAM1;SP110;STAT1;TREX1;STAT2;AKR1A1;LAPTM5;LY86;HMHA1;NKG7;PSMB9;BCR;HCK;FMNL1;TNIP1;LCK;IRF1;IRF7;IRF5;LCP1",0,0
"5","Thioguanine-12 mg/kg in Corn Oil-Rat-Spleen-0.25d-up","46/285",4.89725888405832e-14,7.71416219416866e-11,0,0,3.57087408787455,109.43841954497,"C1QB;TRAF3IP3;RPL32;UNC93B1;GMFG;ITGB2;FGL2;ICAM2;PIK3CD;LSP1;IL2RG;FAIM3;ETS1;CTSS;STK10;HLA-DMA;HLA-DMB;SLCO2B1;CCL5;FLNA;CD37;CLIC2;RPS10;GPSM3;CD53;CD97;VCAM1;STAT2;USP3;AKR1A1;LAPTM5;LY86;HMHA1;IL16;HCK;FMNL1;TYROBP;PTPRC;TNIP1;ARHGEF3;IRF7;SERPING1;LCP2;PTPN6;LCP1;RAPGEF5",0,0
"6","Famciclovir-112 mg/kg in Saline-Rat-Spleen-0.25d-up","49/321",6.61314054138624e-14,8.68084915065967e-11,0,0,3.37716759021862,102.487352811795,"RPL32;ITGB2;PRF1;PIK3CD;LSP1;FAIM3;ETS1;RPL6;CTSS;PYCARD;STK10;TRIM28;CD37;CLIC2;RPS10;GPSM3;FNBP4;CD53;CD97;AKR1A1;HMHA1;IL16;PIAS1;HCK;SLC7A7;LCK;IRF7;LCP1;RAPGEF5;C1QB;UNC93B1;SP140;FGL2;IL2RG;AIF1;PSMB10;HLA-DMA;HLA-DMB;INPP5D;CCL5;PLCG2;FLNA;MAP4K3;VCAM1;LY86;NKG7;PSMB9;FMNL1;TNIP1",0,0
"7","Cyclosporin A-350 mg/kg in Corn Oil-Rat-Spleen-5d-up","47/300",8.10190743932662e-14,9.11580328459093e-11,0,0,3.46607669616519,104.481734051352,"C1QB;GRN;RGS19;RPL32;UNC93B1;GMFG;ITGB2;PIK3CD;LSP1;ARRB2;IL2RG;AIF1;ETS1;CTSS;PSMB10;C2;HLA-DMA;HLA-DMB;TRIM28;TIMP2;FLNA;CLIC2;SLC15A3;GBP2;RPS10;GPSM3;FNBP4;CD97;TRAP1;VCAM1;TREX1;TNFSF13;AKR1A1;LAPTM5;HMHA1;IL16;PSMB9;HCK;FMNL1;TYROBP;PTPRC;IRF1;IRF7;SERPING1;IRF5;LCP1;CD44",0,0
"8","Lead(IV) Acetate-200 mg/kg in Saline-Rat-Spleen-3d-up","46/290",9.41790592343422e-14,9.27192838162099e-11,0,0,3.50930729325603,105.256683918331,"C1QB;RPL32;UNC93B1;SP140;FGL2;ICAM2;PIK3CD;LSP1;IL2RG;FAIM3;ETS1;USP18;RPL6;IFIT3;CTSS;PSMB10;SLCO2B1;CCL5;PLCG2;FLNA;CD37;GPSM3;FNBP4;NCOA1;CD53;CD97;VCAM1;SP110;STAT2;USP3;AKR1A1;LY86;TAP1;HMHA1;NFKB1;PSMB9;HCK;FMNL1;PTPRC;TNIP1;LCK;IRF1;IRF7;SERPING1;CD48;PTPN7",0,0
"9","Thioguanine-24 mg/kg in Corn Oil-Rat-Spleen-5d-up","47/315",5.07943062980699e-13,4.44506618226221e-10,0,0,3.30102542491923,93.446771359386,"C1QB;BLK;GRN;RPL32;UNC93B1;GMFG;PIK3CD;LSP1;IL2RG;AIF1;FAIM3;ETS1;CTSS;PSMB10;STK10;HLA-DMA;HLA-DMB;TRIM28;SLCO2B1;CCL5;TIMP2;CD37;CLIC2;RPS10;GPSM3;FNBP4;CD53;CD97;MORC3;VCAM1;STAT2;AKR1A1;LAPTM5;HMHA1;IL16;CLK4;PSMB9;HCK;CXCL11;FMNL1;TYROBP;PTPRC;LCK;IRF1;IRF7;SERPING1;LCP1",0,0
"10","Busulfan-9 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","47/316",5.71437532845295e-13,4.50064200868955e-10,0,0,3.29057914192898,92.7634701895136,"C1QB;GRN;RPL32;UNC93B1;ITGB2;FGL2;PRF1;PIK3CD;UBE2L6;LSP1;ARRB2;IL2RG;AIF1;FAIM3;USP18;RPL6;IFIT3;CTSS;PSMB10;C2;STK10;PRPSAP2;HLA-DMB;SLCO2B1;CCL5;FLNA;CLIC2;GPSM3;CD53;MORC3;VCAM1;VWF;STAT2;AKR1A1;LAPTM5;LY86;HMHA1;IL16;HCK;FMNL1;SLC7A7;LCK;IRF1;ARHGEF3;IRF7;SERPING1;LCP1",0,0
"11","Thioguanine-24 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","47/316",5.71437532845295e-13,4.09149273517232e-10,0,0,3.29057914192898,92.7634701895136,"C1QB;GRN;RPL32;UNC93B1;ITGB2;FGL2;PIK3CD;LSP1;ARRB2;AIF1;RPL6;IFIT3;CTSS;PSMB10;C2;PYCARD;STK10;HLA-DMA;HLA-DMB;SLCO2B1;TIMP2;FLNA;TPSAB1;CLIC2;GPSM3;CD53;TRAP1;VCAM1;VWF;TREX1;AKR1A1;LAPTM5;LY86;NKG7;IL16;PSMB9;HCK;CEACAM1;FMNL1;TYROBP;TNIP1;CTDSP1;IRF1;CDC42EP3;ARHGEF3;SERPING1;LCP1",0,0
"12","N-Nitrosodiethylamine-1.67 mg/kg in Saline-Rat-Spleen-3d-up","50/352",6.19596419143403e-13,4.06661783097787e-10,0,0,3.14259855189059,88.3375278612996,"ITGB2;PRF1;ICAM2;PIK3CD;LSP1;ETS1;RPL6;IFIT3;CTSS;PYCARD;TRIM28;CD36;CLIC2;FNBP4;NCOA1;CD53;CD97;SP110;TAP1;HMHA1;HCK;LCK;CTDSP1;IRF1;ARHGEF3;IRF7;IRF5;CRELD2;GRN;UNC93B1;FGL2;AIF1;USP18;PSMB10;C2;CCL5;FLNA;GBP2;STAT1;TREX1;STAT2;LY86;NKG7;PSMB9;CXCL11;FMNL1;PTPRC;TNIP1;IL2RB;PTPN7",0,0
"13","Ifosfamide-143 mg/kg in Saline-Rat-Spleen-1d-up","45/295",7.25532158851708e-13,4.39560867932004e-10,0,0,3.37483125843708,94.3328479728205,"C1QB;GRN;ITGB2;FGL2;PIK3CD;LSP1;IL2RG;AIF1;ETS1;USP18;IFIT3;CTSS;PSMB10;PYCARD;HLA-DMA;HLA-DMB;TRIM28;SLCO2B1;CCL5;FLNA;CD37;CD36;CLIC2;GBP2;GPSM3;CD53;CD97;VCAM1;SP110;TREX1;STAT2;AKR1A1;LAPTM5;LY86;PSMB9;HCK;FMNL1;TYROBP;LCK;IRF1;IRF7;SERPING1;LCP1;VAMP5;CD44",0,0
"14","Cyclosporin A-70 mg/kg in Corn Oil-Rat-Spleen-3d-up","44/284",7.57334479043433e-13,4.26054739781863e-10,0,0,3.42764551913249,95.6620607316752,"C1QB;GRN;RPL32;UNC93B1;GMFG;ITGB2;FGL2;PIK3CD;LSP1;IL2RG;AIF1;FAIM3;ETS1;RPL6;CTSS;PYCARD;STK10;HLA-DMA;HLA-DMB;TRIM28;PLCG2;FLNA;CD37;CLIC2;MAP4K3;GPSM3;CD53;CD97;VCAM1;SP110;AKR1A1;LAPTM5;HMHA1;IL16;RUNX1;PIAS1;HCK;FMNL1;PTPRC;TNIP1;LCK;ARHGEF3;PTPN6;LCP1",0,0
