"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","CPC006 HEPG2 6H-y27632-4.0-dn","5/85",1.47116109286615e-06,0.0106144272850293,0,0,30.2957317073171,406.855275018703,"CCND3;ST7;CXCR4;EVL;CORO1A"
"2","CPC015 HT29 6H-dactinomycin-10.0-dn","5/130",1.18881569740216e-05,0.0428865262837831,0,0,19.3453658536585,219.375827130048,"CCND3;PLSCR3;EVL;CYP7B1;FAM149A"
"3","CPC004 HCC515 24H-amsacrine-10.0-dn","5/157",2.95622053522239e-05,0.0614751279615277,0,0,15.8873555840822,165.689451564577,"HMGN5;PTPRC;SYNRG;ARHGAP15;ARHGEF6"
"4","CPC014 HCC515 6H-BRD-K69852452-10.0-dn","4/80",3.4081845023716e-05,0.0614751279615277,0,0,24.9097744360902,256.240515552885,"RASSF2;PTPRC;ARHGEF18;ARHGAP15"
"5","LJP005 A375 24H-NVP-BEZ235-10-dn","4/95",6.68986472461934e-05,0.0878077104608772,0,0,20.7880690737834,199.821817659037,"CCND3;PRKCB;CXCR4;ARHGEF6"
"6","LJP009 HT29 24H-SB-203580-3.33-dn","3/39",9.81915380514198e-05,0.0878077104608772,0,0,38.6007751937984,356.230747897418,"PTPRC;HEY1;TRBC1"
"7","CPC009 A549 24H-BRD-K70251741-10.0-dn","4/106",0.000102482965084915,0.0878077104608772,0,0,18.5359477124183,170.267767397417,"CCND3;CXCR4;ARHGAP15;CORO1A"
"8","LJP008 HT29 24H-UNC0638-3.33-dn","3/40",0.000105982309513112,0.0878077104608772,0,0,37.5556253928347,343.718035698321,"PRKCB;TRBC1;CORO1A"
"9","CPC015 A549 24H-dibenzyline-10.0-dn","4/112",0.000126846535844159,0.0878077104608772,0,0,17.5008818342152,157.027232460103,"HEY1;KCND2;SYNRG;CORO1A"
"10","CPC006 MCF7 6H-BRD-K49371609-0.09-dn","5/220",0.000146113568358428,0.0878077104608772,0,0,11.1962563811685,98.875555008485,"CCND3;PLSCR3;EVL;CYP7B1;ARNTL2"
"11","CPD002 PC3 24H-isocarboxazid-10.0-dn","4/118",0.000155158435864918,0.0878077104608772,0,0,16.5747702589808,145.3783673494,"KCND2;CXCR4;ARHGEF18;CORO1A"
"12","CPC002 VCAP 24H-pp 2-10.0-dn","3/46",0.000161270652881965,0.0878077104608772,0,0,32.3055705786912,282.106021607591,"CCND3;PTPRC;ARHGAP15"
"13","CPC001 HCC515 6H-homoharringtonine-10.0-dn","4/120",0.000165535967766467,0.0878077104608772,0,0,16.2873563218391,141.802969625428,"HMGN5;PTPRC;SYNRG;ARHGEF6"
"14","CPC009 HA1E 6H-BRD-K88832793-10.0-dn","3/49",0.000194792230014367,0.0878077104608772,0,0,30.1941354903943,257.965923157443,"PTPRC;HEY1;ARHGEF18"
"15","CPC017 HT29 6H-daunorubicin-10.0-dn","4/126",0.000199681577008543,0.0878077104608772,0,0,15.4816549570648,131.884914409122,"CCND3;PLSCR3;EVL;GPHN"
"16","LJP005 SKBR3 24H-GDC-0980-10-dn","4/127",0.000205830191639416,0.0878077104608772,0,0,15.3550135501355,130.340403602571,"CCND3;PRKCB;LTB;CORO1A"
"17","CPC008 HEPG2 6H-mls-0437633.0003-10.0-dn","3/50",0.000206892734280653,0.0878077104608772,0,0,29.5502226620485,250.683702096932,"PTPRC;ST7;ARHGEF18"
"18","CPC006 PL21 6H-BRD-K26664453-10.0-dn","3/52",0.000232532948907263,0.0903817015148597,0,0,28.3412434741338,237.116407795956,"CCND3;PTPRC;ARHGEF6"
"19","CPC006 EFO27 6H-BRD-K49371609-0.09-dn","4/135",0.00026004460704664,0.0903817015148597,0,0,14.4114867320974,118.961885253682,"CCND3;PLSCR3;CYP7B1;CORO1A"
