"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","CPC006 A375 6H-necrostatin-1-160.0-dn","3/3",1.07162913622097e-07,0.00144380593523051,0,0,Inf,Inf,"CCL5;DPT;C2"
"2","LJP006 MCF10A 3H-A443654-0.37-dn","6/62",5.16788986415922e-07,0.00308256024827386,0,0,23.6285714285714,342.038485684085,"FCGR2A;RGS1;ALOX5;FGL2;FPR1;MNDA"
"3","LJP008 HT29 24H-PFI-1-3.33-dn","6/65",6.86386160826956e-07,0.00308256024827386,0,0,22.4237288135593,318.233645281277,"DPT;CD48;IGF1;CD69;CYTIP;EVI2B"
"4","LJP006 MCF10A 3H-BMS-387032-0.12-dn","5/54",6.02186767529678e-06,0.0162265246378547,0,0,22.2639605292667,267.615323653429,"ITGAM;CCL5;HSPA6;NKG7;MNDA"
"5","LJP006 PC3 24H-MK-2206-1.11-dn","5/54",6.02186767529678e-06,0.0162265246378547,0,0,22.2639605292667,267.615323653429,"LST1;FGL2;RNASE6;CYBB;MNDA"
"6","LJP009 HA1E 24H-PF-3758309-0.12-dn","6/102",9.70292626543889e-06,0.021787920929043,0,0,13.7555555555556,158.781520054254,"CCL8;RNASE6;CYBB;DPT;MNDA;CD69"
"7","LJP009 A375 24H-saracatinib-1.11-dn","4/30",1.24119386268616e-05,0.0238894355885295,0,0,33.2408026755853,375.516420078259,"SELPLG;RNASE6;CORO1A;AIF1"
"8","CPC015 ASC 24H-ouabain-10.0-dn","7/170",1.78834509805406e-05,0.030117966882603,0,0,9.52553939477494,104.129717926999,"P2RY13;CD4;CLEC7A;ADORA3;CCL5;ARHGAP15;CORO1A"
"9","CPC005 A375 24H-ki 8751-10.0-dn","5/70",2.16919113564051e-05,0.0324727913005384,0,0,16.7700760777684,180.086654572767,"CD86;PTPRC;DPT;CD69;CD68"
"10","LJP007 HA1E 24H-A66-10-dn","5/72",2.48877167426787e-05,0.033531220767411,0,0,16.267836640971,172.457551580286,"RGS1;CCL5;FGL2;DPT;GIMAP4"
"11","LJP008 HEPG2 24H-I-BET-10-dn","6/124",2.95651014877642e-05,0.0340801476968902,0,0,11.1785310734463,116.579960405769,"CLEC5A;CD48;IGF1;CLIC2;EVI2B;CCR2"
"12","LJP007 A375 24H-KIN001-266-10-dn","5/75",3.03541729653888e-05,0.0340801476968902,0,0,15.5682888540031,161.950316636757,"FCN1;IGSF6;GNLY;CCL5;CCL4"
"13","LJP008 HT29 24H-belinostat-3.33-dn","5/78",3.67094779318672e-05,0.0353276282982891,0,0,14.9262381454162,152.433842590752,"CCL5;CD48;IGF1;CD69;CYTIP"
"14","LJP006 HME1 24H-WZ-4-145-0.04-dn","5/78",3.67094779318672e-05,0.0353276282982891,0,0,14.9262381454162,152.433842590752,"SELL;CLEC5A;FGL2;RNASE6;MS4A4A"
"15","CPC006 THP1 6H-teniposide-1.25-dn","5/81",4.40503504357608e-05,0.0370931482138128,0,0,14.3348756506651,143.781343635817,"FPR3;CXCR6;ARHGAP15;CD68;CORO1A"
"16","LJP005 PC3 24H-NVP-AUY922-0.04-dn","5/81",4.40503504357608e-05,0.0370931482138128,0,0,14.3348756506651,143.781343635817,"FCN1;CLEC7A;ALOX5;PLEK;MNDA"
"17","CPC014 A375 6H-stock1n-27488-10.0-dn","4/42",4.85080758279203e-05,0.0384440768017394,0,0,22.7299771167048,225.794598036873,"CD86;CCL5;C2;CMKLR1"
"18","LJP008 HA1E 24H-(+)-JQ1-10-dn","6/138",5.39048905577184e-05,0.0403478105824522,0,0,9.98585858585859,98.143907592556,"CXCL11;CCL8;VCAM1;ALOX5;CD69;FCGR1B"
"19","CPC004 VCAP 6H-bibx 1382 dihydrochloride-10.0-dn","3/16",5.73537173328344e-05,0.040669822822383,0,0,49.3573200992556,482.037057609759,"CD4;LILRB3;ARHGAP15"
"20","LJP008 HA1E 24H-I-BET151-3.33-dn","6/143",6.57231759122595e-05,0.0442744174532936,0,0,9.61897810218978,92.6313260769048,"CXCL11;CCL8;VCAM1;CCL4;SLAMF8;CD69"
"21","CPC014 A375 6H-BRD-K07061353-10.0-dn","4/46",6.96903317169676e-05,0.0447113256772716,0,0,20.5610766045549,196.79929533726,"DPT;CD69;CD68;C2"
"22","LJP005 MCF10A 24H-XMD16-144-1.11-dn","4/48",8.24905013861955e-05,0.0483215010946179,0,0,19.6245059288538,184.525842176347,"CD69;CLIC2;SAMSN1;AIF1"
"23","LJP005 MCF7 24H-AS-601245-0.37-dn","4/48",8.24905013861955e-05,0.0483215010946179,0,0,19.6245059288538,184.525842176347,"VCAM1;RGS1;CCL4;CD69"
"24","CPC012 NEU 24H-BRD-K10554164-10.0-dn","5/95",9.44842313833089e-05,0.0515951844570306,0,0,12.0964590964591,112.098825144893,"CCL8;APLNR;CD68;AIF1;C2"
"25","LJP006 MCF10A 3H-AZD-5438-3.33-dn","5/97",0.000104302356325936,0.0515951844570306,0,0,11.832298136646,108.481072244624,"GNLY;CCL5;FGL2;HSPA6;NKG7"
"26","CPC003 HCC515 24H-way 170523-10.0-dn","4/51",0.000104783652109864,0.0515951844570306,0,0,18.3691026827012,168.327344276003,"PTPRC;CCL5;DPT;ARHGAP15"
"27","LJP007 HA1E 24H-KW-2449-3.33-dn","4/51",0.000104783652109864,0.0515951844570306,0,0,18.3691026827012,168.327344276003,"HSPA6;CD48;FCGR2B;EVI2B"
"28","CPC006 NCIH1836 6H-arachidonyl trifluoro-methyl ketone-80.0-dn","4/52",0.000113100149618734,0.0515951844570306,0,0,17.9855072463768,163.438564250364,"ALOX5;LST1;APLNR;CD68"
"29","CPC005 PC3 24H-calyculin a-10.0-dn","5/99",0.000114885736933936,0.0515951844570306,0,0,11.5793780687398,105.043167834031,"CD86;CLEC4A;CCL5;LST1;AIF1"
"30","CPC014 ASC 24H-s1118-10.0-dn","5/99",0.000114885736933936,0.0515951844570306,0,0,11.5793780687398,105.043167834031,"CCR1;P2RY13;CD4;CLEC7A;ALOX5"
"31","LJP008 A375 24H-I-BET-3.33-dn","5/101",0.000126274211991899,0.0527405648803904,0,0,11.3369963369963,101.772836591504,"ALOX5;CYBB;CYTIP;EVI2B;MS4A4A"
"32","CPC006 TYKNU 6H-narciclasine-10.0-dn","5/103",0.000138508607612135,0.0527405648803904,0,0,11.1045077371608,98.6588660912218,"CD86;CD4;ALOX5;CORO1A;C2"
"33","CPC012 VCAP 24H-BRD-A51777634-10.0-dn","5/103",0.000138508607612135,0.0527405648803904,0,0,11.1045077371608,98.6588660912218,"CD86;ADORA3;LILRB3;AIF1;FCGR2C"
"34","CPC006 A375 24H-nsc 95397-10.0-dn","4/55",0.000140923353053815,0.0527405648803904,0,0,16.924978687127,150.078768914435,"CD86;PTPRC;DPT;CD69"
"35","CPC006 NCIH2073 6H-gemcitabine-0.08-dn","4/55",0.000140923353053815,0.0527405648803904,0,0,16.924978687127,150.078768914435,"CLEC7A;CCL5;DPT;CORO1A"
"36","LJP009 A375 24H-PF-3758309-0.12-dn","4/55",0.000140923353053815,0.0527405648803904,0,0,16.924978687127,150.078768914435,"RGS1;DPT;MNDA;CYTIP"
"37","CPC016 ASC 24H-strophantine octahydrate-10.0-dn","6/167",0.000154409325176206,0.0554629588317555,0,0,8.17515527950311,71.7443740428124,"P2RY13;CD4;CLEC7A;CCL5;CXCR6;CORO1A"
"38","CPC006 A673 6H-mln4924-11.1-dn","4/57",0.000162025504940509,0.0554629588317555,0,0,16.2846595570139,142.128548139135,"CD86;ANGPT2;DPT;LILRB3"
"39","CPC004 PC3 24H-triciribine-10.0-dn","5/108",0.000173072186101061,0.0554629588317555,0,0,10.5627867278353,91.4927649843944,"CD86;CCL8;PTPRC;ARHGAP15;CD68"
"40","LJP008 HA1E 24H-(-)-JQ1-10-dn","4/58",0.000173390887600209,0.0554629588317555,0,0,15.9822866344605,138.405995667898,"CXCL11;CCL8;CCL5;FCGR1B"
"41","CPC008 A375 6H-tl hras26 brd-k01877528-10.0-dn","4/58",0.000173390887600209,0.0554629588317555,0,0,15.9822866344605,138.405995667898,"CLEC7A;CCL5;CMKLR1;C2"
"42","CPC009 HEPG2 6H-BRD-K56593336-10.0-dn","4/58",0.000173390887600209,0.0554629588317555,0,0,15.9822866344605,138.405995667898,"ANGPT2;DPT;FCGR2C;C2"
"43","CPD001 MCF7 6H-amoxicillin crystalline-10.0-dn","3/23",0.000177013822442328,0.0554629588317555,0,0,32.0709677419355,277.070157925125,"ANGPT2;APLNR;CD68"
"44","CPC002 HCC515 24H-cyclosporin a-10.0-dn","4/59",0.000185320913164729,0.0554850814015197,0,0,15.6909090909091,134.838596633561,"CD86;LST1;CYBB;C2"
"45","LJP009 HA1E 24H-JWE-035-3.33-dn","4/59",0.000185320913164729,0.0554850814015197,0,0,15.6909090909091,134.838596633561,"CCL8;CCL4;IGF1;CD69"
"46","CPC007 A549 24H-ncgc00183226-01-10.0-dn","5/111",0.000196755780797228,0.0567104552628262,0,0,10.2622848849264,87.5736933655228,"CCL8;CLEC7A;CLEC5A;LILRB3;CMKLR1"
"47","CPC006 SKMEL28 6H-7b-cis-10.0-dn","4/60",0.000197832063931777,0.0567104552628262,0,0,15.4099378881988,131.417368781832,"PTPRC;CCL5;ARHGAP15;CD68"
"48","CPC006 U937 6H-chaetocin-0.08-dn","5/112",0.000205174878473093,0.0575900237014164,0,0,10.165862175208,86.3249219555113,"P2RY13;CLEC7A;DPT;LILRB3;PLXDC1"
"49","LJP006 MCF10A 3H-PHA-793887-3.33-dn","4/61",0.000210940939665722,0.0576282913227908,0,0,15.13882532418,128.133993712172,"VCAM1;FGL2;NKG7;MNDA"
"50","CPC014 A549 24H-BRD-U86922168-10.0-dn","5/113",0.000213865847705748,0.0576282913227908,0,0,10.0712250712251,85.1034795571392,"CCR1;PTPRC;CD68;CORO1A;AIF1"
"51","CPC008 A549 6H-BRD-K57592392-10.0-dn","4/62",0.000224664252856625,0.0582096438218714,0,0,14.8770614692654,124.980757465448,"CD4;DPT;ARHGAP15;C2"
"52","CPC008 HCC515 6H-ncgc00165193-01-10.0-dn","4/62",0.000224664252856625,0.0582096438218714,0,0,14.8770614692654,124.980757465448,"CCL5;ARHGAP15;LILRB3;CMKLR1"
"53","CPC006 RKO 6H-ag14361-25.0-dn","4/63",0.000239018824422487,0.0587275445901922,0,0,14.6241709653648,121.950497302211,"CCL5;LST1;ARHGAP15;CORO1A"
"54","LJP005 MCF7 3H-SAR-245408-3.33-dn","4/63",0.000239018824422487,0.0587275445901922,0,0,14.6241709653648,121.950497302211,"GNLY;CCL5;CCL4;NKG7"
"55","CPC006 VCAP 6H-tgx-115-160.0-dn","5/117",0.000251466025414041,0.0587275445901922,0,0,9.70957613814757,80.4749348277745,"P2RY13;CCL5;CORO1A;AIF1;C2"
"56","CPC002 PC3 24H-geldanamycin-10.0-dn","4/64",0.000254021579127537,0.0587275445901922,0,0,14.3797101449275,119.036553984463,"CCL8;PTPRC;CLEC5A;LILRB3"
"57","CPC006 RKO 6H-bay 11-7821-10.0-dn","4/64",0.000254021579127537,0.0587275445901922,0,0,14.3797101449275,119.036553984463,"ANGPT2;ARHGAP15;CORO1A;C2"
"58","LJP005 BT20 3H-CYT387-0.04-dn","3/26",0.000257175471745071,0.0587275445901922,0,0,27.8835904628331,230.478841867914,"VCAM1;PTPRC;GNLY"
"59","LJP006 SKBR3 3H-NVP-TAE684-0.37-dn","3/26",0.000257175471745071,0.0587275445901922,0,0,27.8835904628331,230.478841867914,"CD86;CCL8;FCGR1B"
"60","CPC006 HT29 24H-mln4924-11.1-dn","6/185",0.000268711729385832,0.0593500513117265,0,0,7.3463687150838,60.4008987659018,"CCR1;CD4;GNLY;CLEC5A;FPR1;CORO1A"
"61","CPC006 PC3 24H-methylene blue-10.0-dn","6/185",0.000268711729385832,0.0593500513117265,0,0,7.3463687150838,60.4008987659018,"CD86;CLEC4A;ARHGAP15;CD68;AIF1;C2"
"62","LJP008 HA1E 24H-I-BET151-1.11-dn","5/121",0.000293893061154301,0.0638648582730952,0,0,9.37286851079955,76.2229279240649,"CXCL11;VCAM1;ALOX5;SLAMF8;CD69"
