"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","LJP006 LNCAP 24H-sirolimus-1.11-dn","10/97",3.48960811522076e-20,7.28400099095963e-17,0,0,381.168582375479,17077.0814440313,"YARS;SLC7A5;GOT1;PSAT1;MARS;EIF4EBP1;ASNS;SLC3A2;PHGDH;PCK2"
"2","LJP006 LNCAP 24H-sirolimus-0.37-dn","9/53",3.54665353470769e-20,7.28400099095963e-17,0,0,582.662337662338,26094.9391218471,"SLC7A5;SHMT2;PSAT1;MARS;EIF4EBP1;ASNS;SLC3A2;PHGDH;PCK2"
"3","LJP006 LNCAP 24H-sirolimus-0.04-dn","9/54",4.25467347602782e-20,7.28400099095963e-17,0,0,569.685714285714,25410.0814879874,"YARS;SLC7A5;PSAT1;EIF4EBP1;ASNS;SLC3A2;PHGDH;TRIB3;PCK2"
"4","LJP005 A549 24H-nilotinib-3.33-dn","8/63",7.70389632405119e-17,9.89180288008173e-14,0,0,362.345454545455,13443.8209024072,"GOT1;PSAT1;MARS;ASNS;SLC3A2;PHGDH;TRIB3;PCK2"
"5","LJP006 HS578T 24H-torin-1-0.37-dn","9/151",6.84607843513896e-16,7.03229176857475e-13,0,0,179.655935613682,6273.16945631161,"YARS;SLC7A5;PSAT1;MARS;EIF4EBP1;ASNS;PHGDH;AARS;PCK2"
"6","LJP006 LNCAP 24H-WYE-125132-0.37-dn","8/100",3.65355209772701e-15,3.12744059565432e-12,0,0,216.217391304348,7187.73128475268,"SLC7A5;SHMT2;PSAT1;MARS;EIF4EBP1;ASNS;PHGDH;PCK2"
"7","LJP006 HS578T 24H-OSI-027-3.33-dn","8/102",4.30247261112318e-15,3.15678561867552e-12,0,0,211.595744680851,6999.49974166353,"YARS;SLC7A5;SHMT2;PSAT1;MARS;EIF4EBP1;ASNS;PHGDH"
"8","LJP006 HS578T 24H-AZD-8055-3.33-dn","8/132",3.57448627838496e-14,2.29482019072314e-11,0,0,160.161290322581,4958.97310413048,"YARS;SHMT2;PSAT1;MARS;EIF4EBP1;ASNS;PHGDH;AARS"
"9","LJP006 LNCAP 24H-AZD-8055-1.11-dn","8/134",4.04185291961651e-14,2.30655073279449e-11,0,0,157.603174603175,4860.40122322388,"SLC7A5;PSAT1;MARS;EIF4EBP1;ASNS;PHGDH;TRIB3;PCK2"
"10","LJP006 HS578T 24H-AZD-8055-0.04-dn","7/73",7.1551733743086e-14,3.6748970450449e-11,0,0,234.723905723906,7104.70665988408,"YARS;PSAT1;MARS;EIF4EBP1;ASNS;PHGDH;AARS"
"11","LJP006 HS578T 24H-GSK-2126458-0.04-dn","7/75",8.70941156736109e-14,4.06650343726969e-11,0,0,227.797385620915,6850.27447586312,"YARS;PSAT1;MARS;EIF4EBP1;ASNS;PHGDH;AARS"
