"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","CPC006 HT29 24H-arachidonyl trifluoro-methyl ketone-80.0-dn","6/241",1.04945908043903e-05,0.0410254967016227,0,0,13.9879432624113,160.366882046632,"CD40;CCL22;CHL1;DPT;CST7;MYO1F"
"2","CPC013 HT29 6H-BRD-K80786583-10.0-dn","3/22",1.28970439175174e-05,0.0410254967016227,0,0,80.7246963562753,908.839997055567,"CCL22;CHL1;ARHGAP15"
"3","LJP008 HCC515 24H-IOX2-10-dn","3/37",6.36613732573133e-05,0.0913837021384053,0,0,45.0769230769231,435.530190988783,"FCN1;MNDA;CST7"
"4","CPC006 A375 24H-ursolic acid-70.07-dn","3/39",7.46595582881686e-05,0.0913837021384053,0,0,42.5683760683761,404.509058547175,"CCL22;CHL1;MYO1F"
"5","LJP008 A375 24H-PD-0325901-0.37-dn","4/113",9.16254850543504e-05,0.0913837021384053,0,0,19.1685176243361,178.225064326972,"FCN1;FGL2;DPT;MNDA"
"6","LJP009 HEPG2 24H-ZM-447439-1.11-dn","3/42",9.33741077194382e-05,0.0913837021384053,0,0,39.2879684418146,364.548991705504,"FGL2;MYH11;IGF1"
"7","CPC014 HEPG2 6H-r2146-10.0-dn","3/45",0.00011491191718127,0.0913837021384053,0,0,36.4761904761905,330.888095716504,"CCL22;CHL1;DPT"
"8","LJP006 MCF7 3H-KIN001-043-1.11-dn","3/45",0.00011491191718127,0.0913837021384053,0,0,36.4761904761905,330.888095716504,"PRF1;NKG7;CST7"
"9","LJP005 SKBR3 3H-radicicol-0.04-dn","3/50",0.000157568544071711,0.105102437838098,0,0,32.5875613747954,285.32528155295,"NCF2;DPT;MYH11"
"10","CPC005 A375 24H-helveticoside-10.0-dn","4/137",0.000192704491104766,0.105102437838098,0,0,15.6905421448358,134.222431194223,"CCL22;CHL1;CWH43;ARHGAP15"
"11","LJP006 MCF10A 3H-BMS-387032-0.12-dn","3/54",0.0001982441455607,0.105102437838098,0,0,30.025641025641,255.99895252676,"ITGAM;NKG7;MNDA"
"12","LJP006 PC3 24H-MK-2206-1.11-dn","3/54",0.0001982441455607,0.105102437838098,0,0,30.025641025641,255.99895252676,"FGL2;LST1;MNDA"
"13","LJP005 MDAMB231 3H-XMD16-144-3.33-dn","3/60",0.000271117437592088,0.116957141875828,0,0,26.8569500674764,220.575015854775,"DPT;NKG7;CST7"
"14","LJP006 MCF10A 3H-PHA-793887-3.33-dn","3/61",0.000284725181641573,0.116957141875828,0,0,26.3925729442971,215.468599131575,"FGL2;NKG7;MNDA"
"15","LJP005 A375 24H-pelitinib-0.12-dn","3/63",0.000313247873870989,0.116957141875828,0,0,25.5102564102564,205.829905671835,"EGFL6;MYH11;IGF1"
"16","CPC006 RKO 6H-ag14361-25.0-dn","3/63",0.000313247873870989,0.116957141875828,0,0,25.5102564102564,205.829905671835,"CD40;LST1;ARHGAP15"
"17","LJP005 MCF7 3H-SAR-245408-3.33-dn","3/63",0.000313247873870989,0.116957141875828,0,0,25.5102564102564,205.829905671835,"PRF1;NKG7;CST7"
"18","CPC019 A375 6H-BRD-K48803730-10.0-dn","2/13",0.000330906720176816,0.116957141875828,0,0,90.6681818181818,726.585254387913,"DPT;ARHGAP15"
"19","CPC008 A549 6H-BRD-K77547509-10.0-dn","3/67",0.000375686100275806,0.123083223284337,0,0,23.9110576923077,188.580692138066,"CCL13;FPR3;ARHGAP15"
"20","CPC006 A375 24H-BRD-K66792149-11.1-dn","4/166",0.000400613413521907,0.123083223284337,0,0,12.862897985705,100.620195093778,"EGFL6;CCL22;CHL1;CWH43"
"21","CPC014 A549 24H-hy-10044-10.0-dn","4/169",0.000428694924742227,0.123083223284337,0,0,12.6271132376396,97.920296078563,"CCL13;LST1;ALOX12B;MYO1F"
"22","CPC010 VCAP 24H-BRD-K53423944-10.0-dn","3/71",0.000445621417831392,0.123083223284337,0,0,22.5,173.610918120489,"CHL1;FMO1;MYO1F"
"23","CPC008 HEPG2 6H-BRD-K89059493-10.0-dn","3/72",0.00046431898126754,0.123083223284337,0,0,22.1727982162765,170.174868942253,"HCK;CCL22;ARHGAP15"
"24","LJP007 HA1E 24H-BMS509744-10-dn","3/72",0.00046431898126754,0.123083223284337,0,0,22.1727982162765,170.174868942253,"ITK;CST7;AIF1"
"25","LJP006 SKBR3 24H-BI-2536-10-dn","4/179",0.000532484784922706,0.133144341141462,0,0,11.8995488721805,89.6982785993182,"CCL21;NKG7;MNDA;IGF1"
"26","CPC008 HEPG2 6H-ncgc00242335-01-10.0-dn","3/76",0.000544129655718017,0.133144341141462,0,0,20.9536354056902,157.494291770896,"CHL1;DPT;ARHGAP15"
"27","CPC006 PC3 24H-methylene blue-10.0-dn","4/185",0.000602716896428616,0.133342639104325,0,0,11.5015993021227,85.2735814046931,"HCK;CHL1;ARHGAP15;AIF1"
"28","LJP005 PC3 24H-NVP-AUY922-0.04-dn","3/81",0.000655592654240308,0.133342639104325,0,0,19.6055226824458,143.707911051265,"FCN1;NCF2;MNDA"
"29","CPC006 HT115 6H-importazole-60.0-dn","3/82",0.000679498000478497,0.133342639104325,0,0,19.3563777994158,141.188444432297,"LST1;DPT;FPR3"
"30","CPC007 HT29 24H-BRD-K88198340-10.0-dn","3/82",0.000679498000478497,0.133342639104325,0,0,19.3563777994158,141.188444432297,"CCL22;DPT;CWH43"
"31","LJP006 HME1 3H-KIN001-043-3.33-dn","3/83",0.000703953007860023,0.133342639104325,0,0,19.1134615384615,138.740774627156,"PRF1;NKG7;CST7"
"32","LJP006 BT20 3H-NVP-TAE684-1.11-dn","2/19",0.000719678573853836,0.133342639104325,0,0,58.65,424.432799324448,"CD40;ZBED2"
"33","LJP009 HA1E 24H-PF-3758309-0.04-dn","3/84",0.000728962779306268,0.133342639104325,0,0,18.8765432098765,136.362031794164,"FCN1;FGL2;MNDA"
"34","LJP008 HCC515 24H-azacitidine-3.33-dn","3/84",0.000728962779306268,0.133342639104325,0,0,18.8765432098765,136.362031794164,"FGR;ZBED2;RASGRP1"
"35","CPC006 HCT116 6H-quinacrine dihydrochloride dihydrate-10.0-dn","3/85",0.000754532380973863,0.133342639104325,0,0,18.6454033771107,134.049493562744,"CHL1;ARHGAP15;AIF1"
"36","LJP008 HCC515 24H-(+)-JQ1-0.37-dn","3/85",0.000754532380973863,0.133342639104325,0,0,18.6454033771107,134.049493562744,"FCN1;MNDA;IGF1"
"37","LJP009 HEPG2 24H-KIN001-055-0.12-dn","3/86",0.0007806668426306,0.133699016150822,0,0,18.4198331788693,131.800575794085,"FGL2;MYH11;IGF1"
"38","CPC001 PC3 6H-ginsenoside-rc-10.0-dn","2/20",0.000798579474022515,0.133699016150822,0,0,55.3888888888889,395.07100210657,"DPT;ARHGAP15"
"39","CPC012 ASC 24H-BRD-A63583287-10.0-dn","3/88",0.000834650282927735,0.13615500256375,0,0,17.9846153846154,127.483905574893,"CD40;CCL22;CHL1"
"40","CPC006 JHUEM2 6H-vorinostat-11.1-dn","3/89",0.000862509139818447,0.137182078688124,0,0,17.7745974955277,125.411602100639,"CD40;LST1;MYO1F"
"41","LJP007 HT29 24H-AZ-628-0.12-dn","3/90",0.000890952613255267,0.138249768915366,0,0,17.5694076038904,123.39380284877,"PRF1;DPT;IGF1"
"42","CPC006 HA1E 24H-fluspirilen-4.21-dn","2/22",0.000968324347623737,0.138527467356775,0,0,49.845,345.921481611764,"DPT;ARHGAP15"
"43","LJP006 BT20 3H-WYE-125132-3.33-dn","2/22",0.000968324347623737,0.138527467356775,0,0,49.845,345.921481611764,"MNDA;CST7"
"44","CPC006 A375 24H-BRD-K73261812-10.0-dn","3/93",0.000979839049206988,0.138527467356775,0,0,16.9811965811966,117.647805616033,"CCL22;CHL1;CWH43"
"45","CPC007 A375 24H-ncgc00183690-01-10.0-dn","3/93",0.000979839049206988,0.138527467356775,0,0,16.9811965811966,117.647805616033,"EGFL6;CCL22;CHL1"
"46","CPC005 A549 24H-methoxsalen-10.0-dn","3/95",0.00104210771419544,0.142370888090385,0,0,16.6103678929766,114.055256716665,"CCL22;APOC2;LST1"
"47","CPC006 A375 24H-rottlerin ncgc00025228-11-9.68-dn","4/216",0.00107375425408188,0.142370888090385,0,0,9.80436941410129,67.028494314022,"EGFL6;CCL22;CHL1;CWH43"
"48","CPC006 NCIH2073 6H-BRD-K81473043-0.35-dn","3/96",0.00107415948260586,0.142370888090385,0,0,16.4309346567411,112.325431538032,"CD40;DPT;AIF1"
"49","LJP007 HA1E 24H-OSI-930-1.11-dn","3/97",0.00110682906992329,0.143707072303102,0,0,16.2553191489362,110.63786422992,"DPT;MYH11;CST7"
"50","LJP005 PC3 24H-erlotinib-10-dn","2/24",0.00115388499003732,0.146455744850439,0,0,45.3090909090909,306.498817790288,"FCN1;RASGRP1"
"51","LJP008 HA1E 24H-(+)-JQ1-0.37-dn","3/99",0.00117404007975046,0.146455744850439,0,0,15.9150641025641,107.383782342777,"PRF1;SLAMF8;CST7"
"52","CPC006 HT29 24H-BRD-K56343971-10.0-dn","4/223",0.00120807012728782,0.147802733650098,0,0,9.48762316750781,63.7447891135164,"EGFL6;APOC2;ALOX12B;AIF1"
"53","CPC001 HCC515 24H-BRD-K85318537 (obaa)-10.0-dn","3/101",0.00124377715351113,0.14930019340826,0,0,15.5886970172684,104.282185568237,"CCL22;DPT;ARHGAP15"
"54","CPC006 A375 24H-bibr1532-80.0-dn","3/102",0.00127960419198631,0.150756330915128,0,0,15.4304584304584,102.785438731008,"EGFL6;CHL1;ARHGAP15"
"55","CPC001 HCC515 24H-lawsone-10.0-dn","3/103",0.00131607615109403,0.152234117695641,0,0,15.2753846153846,101.323162585334,"CD40;LST1;ARHGAP15"
"56","LJP008 HEPG2 24H-PD-0325901-0.04-dn","3/104",0.00135319742855847,0.153168022887844,0,0,15.1233815689261,99.8942457490359,"MYH11;IGF1;CST7"
"57","CPC006 SNGM 6H-ingenol 3, 20-dibenzoate-10.0-dn","3/106",0.00142940535947425,0.153168022887844,0,0,14.8282300224048,97.1322726252965,"CCL22;DPT;MYO1F"
"58","CPC006 HEPG2 6H-(-)-gallocatechin gallate-88.8-dn","2/27",0.00146159782714056,0.153168022887844,0,0,39.866,260.254219425994,"CCL22;DPT"
