"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","CPC005 A549 6H-pac 1-10.0-dn","5/50",2.51741070863012e-07,0.00165782641236349,0,0,44.2222222222222,671.950686683359,"CD86;ABCA6;IL16;MYO1F;ARHGEF6"
"2","CPC017 ASC 24H-t 0901317-10.0-dn","4/22",3.60789208348964e-07,0.00165782641236349,0,0,86.8278867102397,1288.08926465307,"CD86;CD40;IFNA2;IL16"
"3","CPC019 A375 6H-BRD-K57678861-10.0-dn","4/34",2.23207824222712e-06,0.00683759968202242,0,0,52.0653594771242,677.504523142292,"CD86;IL21R;IL16;MYO1F"
"4","CPC006 LOVO 6H-tyrphostin ag 1478-56.78-dn","5/88",4.30049804066958e-06,0.00988039424843835,0,0,23.9301204819277,295.699227433787,"CD86;IL21R;IL16;MYO1F;ARHGEF6"
"5","CPC005 HT29 6H-rhodomyrtoxin b-10.0-dn","4/46",7.66434235154246e-06,0.014087061242135,0,0,37.1671335200747,437.789132726168,"CD86;IFNA2;IL21R;IL16"
"6","CPC009 PC3 24H-BRD-K39757396-10.0-dn","3/16",1.07436623871642e-05,0.0164557095563398,0,0,88.4556213017752,1012.0379699329,"CD86;IFNA2;IL16"
"7","CPC005 HT29 6H-dilazep dihydrochloride-10.0-dn","4/55",1.57273471076188e-05,0.0180667899898771,0,0,30.5943867743176,338.377268020096,"IFNA2;IL21R;IL16;MYO1F"
"8","CPC006 LOVO 6H-BRD-K89692698-160.0-dn","4/55",1.57273471076188e-05,0.0180667899898771,0,0,30.5943867743176,338.377268020096,"CD86;IL21R;IL16;MYO1F"
"9","CPC008 VCAP 24H-vu0418939-2-10.0-dn","5/121",2.0373589585479e-05,0.0208036986989502,0,0,17.0939655172414,184.636556136577,"CD86;CCL22;LCK;CD80;IL16"
"10","CPC002 VCAP 6H-parthenolide-10.0-dn","4/62",2.53601883385853e-05,0.0233060130831599,0,0,26.8924949290061,284.585255911079,"CD86;LST1;IL16;AIF1"
"11","CPC009 HA1E 6H-BRD-K00430421-10.0-dn","3/22",2.92018060102453e-05,0.0234279492059238,0,0,60.5040485829959,631.739712445339,"IFNA2;IL16;MYO1F"
"12","CPC007 VCAP 6H-t5323840-10.0-dn","4/65",3.05914461883662e-05,0.0234279492059238,0,0,25.566055930569,265.753785707228,"CD80;IFNA2;IL21R;AIF1"
"13","CPC019 MCF7 6H-BRD-K77480336-10.0-dn","4/68",3.65731627669546e-05,0.0240076689877366,0,0,24.3639705882353,248.90709507309,"CD86;LST1;IFNA2;IL16"
"14","CPC006 LOVO 6H-pnu 74654-80.0-dn","4/68",3.65731627669546e-05,0.0240076689877366,0,0,24.3639705882353,248.90709507309,"CD86;CHL1;AIF1;ARHGEF6"
"15","LJP007 HA1E 24H-BMS509744-10-dn","4/72",4.58271407415524e-05,0.0280767615609911,0,0,22.9261822376009,229.047096893692,"GLIPR1;TRAF3IP3;CST7;AIF1"
"16","CPC006 HT29 24H-arachidonyl trifluoro-methyl ketone-80.0-dn","6/241",5.08940555276742e-05,0.0289415041355139,0,0,10.2700825010855,101.527616267028,"CD40;CCL22;CHL1;CD80;CST7;MYO1F"
