"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","CPC006 A375 6H-emetine dihydrochloride hydrate (74)-0.63-dn","4/63",3.00811077878383e-06,0.0150881020330385,0,0,48.2058111380145,612.898243202189,"PRR5;PKLR;CLEC1B;EPOR"
"2","CPD001 PC3 24H-thioguanosine-10.0-dn","4/67",3.85342920011199e-06,0.0150881020330385,0,0,45.1360544217687,562.690748572705,"PRR5;ITGA2B;ACSBG1;CLEC1B"
"3","CPC017 A549 6H-tws119-10.0-dn","4/75",6.05610140411505e-06,0.0158084433652083,0,0,40.0342052313883,480.988728749784,"ITGA2B;ACSBG1;CLEC1B;EPOR"
"4","CPC019 VCAP 6H-vorinostat-10.0-dn","4/96",1.6167298777667e-05,0.0215086854390368,0,0,30.8633540372671,340.500569134007,"PRR5;PKLR;ACSBG1;EPOR"
"5","CPC012 HA1E 6H-BRD-K61776140-10.0-dn","3/33",1.96465307020915e-05,0.0215086854390368,0,0,68.751724137931,745.104358585452,"ITGA2B;ACSBG1;CLEC1B"
"6","CPC014 SKB 24H-BRD-K34387287-10.0-dn","3/34",2.15244142462773e-05,0.0215086854390368,0,0,66.5305895439377,714.959186040062,"GFI1B;ITGA2B;CLEC1B"
"7","CPC006 VCAP 24H-curcumin-48.0-dn","5/215",2.17825288294757e-05,0.0215086854390368,0,0,17.4232804232804,187.028502134401,"ABHD5;GATA2;CLEC1B;BMX;EPOR"
"8","CPC013 A549 6H-BRD-K00954209-10.0-dn","4/105",2.30311111820682e-05,0.0215086854390368,0,0,28.1004243281471,300.075006404598,"PKLR;ITGA2B;CLEC1B;EPOR"
"9","CPD003 MCF7 24H-fluspirilen-10.0-dn","3/37",2.7857717050729e-05,0.0215086854390368,0,0,60.6511156186613,636.133193599598,"PRR5;PKLR;ABHD5"
"10","CPC005 A549 6H-cercosporin-10.0-dn","4/111",2.86617593143064e-05,0.0215086854390368,0,0,26.5166889185581,277.363154120657,"PRR5;GFI1B;ITGA2B;EPOR"
"11","CPC006 HEPG2 6H-dg-041-40.0-dn","3/38",3.02126854589969e-05,0.0215086854390368,0,0,58.9152709359606,613.145875295277,"PKLR;ITGA2B;GATA2"
"12","CPC006 HCC515 24H-akti-1/2-9.1-dn","3/41",3.80535126005393e-05,0.023978498330443,0,0,54.2558983666062,552.136080896181,"GFI1B;ACSBG1;BMX"
"13","CPC006 NCIH2073 6H-hki-272-10.0-dn","3/42",4.09362172029245e-05,0.023978498330443,0,0,52.8620689655172,534.091669599993,"PKLR;ACSBG1;CLEC1B"
"14","CPC006 A375 6H-narciclasine-10.0-dn","4/123",4.28679576843573e-05,0.023978498330443,0,0,23.828331332533,239.650723998711,"PRR5;GFI1B;CLEC1B;EPOR"
"15","CPC020 MCF7 24H-BRD-K06750613-10.0-dn","3/46",5.38952827976584e-05,0.0281369306392309,0,0,47.935044105854,471.128027973156,"GFI1B;PKLR;CLEC1B"
"16","CPC020 PC3 24H-trichostatin a-10.0-dn","4/133",5.81672580302811e-05,0.0282260165627035,0,0,21.9700996677741,214.256540984016,"GFI1B;ACSBG1;GATA2;CLEC1B"
"17","CPC010 HCC515 6H-BRD-K78385490-10.0-dn","3/48",6.12747135188303e-05,0.0282260165627035,0,0,45.8,444.266563318451,"GFI1B;PKLR;ACSBG1"
"18","CPC009 HEPG2 6H-BRD-K91134378-10.0-dn","3/51",7.35369537216799e-05,0.0319926602552486,0,0,42.9310344827586,408.605673118268,"ACSBG1;ABHD5;GATA2"
"19","CPC015 HEPG2 6H-podofilox-10.0-dn","3/55",9.22391269479027e-05,0.0335858880264533,0,0,39.6206896551724,368.120825619471,"PRR5;PKLR;ABHD5"
"20","CPC015 A549 24H-sertraline hydrochloride-10.0-dn","3/57",0.000102651487464896,0.0335858880264533,0,0,38.1494252873563,350.370842489827,"PKLR;ACSBG1;EPOR"
"21","CPC001 HA1E 24H-pd 407824-10.0-dn","4/154",0.000102768457065645,0.0335858880264533,0,0,18.8742857142857,173.323171388423,"PRR5;GFI1B;PKLR;ACSBG1"
"22","CPC006 U937 6H-tw 37-10.0-dn","3/58",0.000108133179477,0.0335858880264533,0,0,37.4539184952978,342.034687448681,"PKLR;CLEC1B;EPOR"
"23","CPC015 MCF7 6H-pregnenolone succinate-10.0-dn","2/10",0.00011071162633,0.0335858880264533,0,0,166.333333333333,1515.06075580058,"ITGA2B;EPOR"
"24","CPC019 MCF7 24H-BRD-K68038686-10.0-dn","2/10",0.00011071162633,0.0335858880264533,0,0,166.333333333333,1515.06075580058,"GFI1B;ACSBG1"
"25","CPC006 A549 6H-ro 28-1675 ?-160.0-dn","4/161",0.000122017957254093,0.0335858880264533,0,0,18.0263876251137,162.44194992546,"GFI1B;PKLR;GATA2;CLEC1B"
"26","CPC004 HT29 6H-mitomycin c-10.0-dn","3/61",0.000125714835093099,0.0335858880264533,0,0,35.5112960760999,318.94450789175,"PRR5;PKLR;GATA2"
"27","CPC006 RKO 6H-manumycin a-10.0-dn","3/62",0.000131963758830503,0.0335858880264533,0,0,34.9076563413209,311.829508604486,"ITGA2B;GATA2;CLEC1B"
"28","CPC005 VCAP 24H-reserpine-10.0-dn","2/11",0.000135179206066121,0.0335858880264533,0,0,147.844444444444,1317.13273238442,"ABHD5;EPOR"
"29","CPC001 PC3 6H-angiogenesis inhibitor-10.0-dn","3/63",0.000138411590222627,0.0335858880264533,0,0,34.3241379310345,304.979534191171,"GFI1B;ACSBG1;ABHD5"
"30","CPC015 A549 24H-piroxicam-10.0-dn","3/63",0.000138411590222627,0.0335858880264533,0,0,34.3241379310345,304.979534191171,"PKLR;ACSBG1;GATA2"
"31","CPC006 A549 6H-narciclasine-10.0-dn","4/170",0.000150455957813029,0.0335858880264533,0,0,17.0413080895009,149.994869848141,"HBQ1;CLEC1B;BMX;EPOR"
"32","CPC020 PC3 24H-BRD-K77877933-10.0-dn","3/66",0.000158976587867479,0.0335858880264533,0,0,32.6847290640394,285.885272021082,"ITGA2B;CLEC1B;EPOR"
