"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","LJP006 LNCAP 3H-ZSTK-474-0.37-dn","7/77",4.3102667082616e-12,2.4995236641209e-08,0,0,110.583333333333,2893.9681923479,"ARG1;CEACAM6;CRISP3;LCN2;BPI;CEACAM8;CD24"
"2","LJP009 A375 24H-SB-203580-1.11-dn","6/45",1.57272893428097e-11,4.56012754494768e-08,0,0,161.425101214575,4015.55007964205,"CEACAM6;TCN1;HP;LCN2;CEACAM8;CD24"
"3","LJP006 MDAMB231 3H-KIN001-043-10-dn","6/54",4.95061490975818e-11,9.56953862056256e-08,0,0,131.098684210526,3110.83074426796,"MS4A3;CEACAM6;TCN1;CRISP3;LCN2;BPI"
"4","LJP006 HS578T 3H-dasatinib-3.33-dn","6/66",1.72467943384951e-10,2.50035400922332e-07,0,0,104.815789473684,2356.34382008574,"MGAM;MS4A3;TCN1;BPI;CEACAM8;CD24"
"5","LJP006 LNCAP 3H-MK-2206-0.37-dn","5/34",5.41293684908741e-10,6.27792415757158e-07,0,0,171.948275862069,3668.8705291506,"MS4A3;ARG1;CEACAM6;CEACAM8;CD24"
"6","LJP006 HCC515 24H-Y-39983-10-dn","5/38",9.73189904869414e-10,9.40588043056289e-07,0,0,151.075757575758,3134.88872678131,"MS4A3;ARG1;TCN1;HP;CD24"
"7","LJP005 A549 24H-foretinib-0.37-dn","5/54",6.05051014159755e-09,5.01241547301775e-06,0,0,101.663265306122,1923.78649913443,"CEACAM6;CRISP3;HP;BPI;CEACAM8"
"8","LJP006 PC3 24H-Y-39983-1.11-dn","5/56",7.29590204375687e-09,5.14872033484326e-06,0,0,97.6666666666667,1829.8780773378,"ARG1;CEACAM6;CRISP3;RNASE3;CD24"
"9","LJP005 HT29 24H-mitoxantrone-0.12-dn","5/57",7.99077134222958e-09,5.14872033484326e-06,0,0,95.7836538461538,1785.88417076769,"MS4A3;TCN1;CRISP3;LCN2;CEACAM8"
"10","LJP006 MDAMB231 3H-WZ-4-145-10-dn","5/63",1.3347119825014e-08,7.73999478652563e-06,0,0,85.8491379310345,1556.61358303126,"MS4A3;ARG1;CRISP3;MMP8;CD24"
"11","LJP007 HT29 24H-PHA-767491-3.33-dn","5/68",1.97121167207966e-08,1.03918695330818e-05,0,0,79.015873015873,1401.90217349696,"MS4A3;ARG1;CEACAM6;TCN1;RNASE3"
"12","LJP006 MDAMB231 3H-JW-7-24-1-10-dn","5/81",4.79282863373028e-08,2.31613443725016e-05,0,0,65.4572368421053,1103.18746710345,"MS4A3;CEACAM6;TCN1;RNASE3;CD24"
"13","LJP005 MCF10A 3H-PD-0325901-0.12-dn","5/85",6.1154806805078e-08,2.58528837037499e-05,0,0,62.171875,1032.66597624477,"CEACAM6;TCN1;CRISP3;LCN2;CD24"
"14","LJP008 A375 24H-AZ20-1.11-dn","4/32",6.66581251495407e-08,2.58528837037499e-05,0,0,135.69387755102,2242.16341693513,"MS4A3;BPI;CEACAM8;CD24"
"15","LJP006 SKBR3 3H-sirolimus-10-dn","4/33",7.57887606421361e-08,2.58528837037499e-05,0,0,131.008210180624,2147.92098246769,"CEACAM6;HP;LCN2;CEACAM8"
"16","LJP006 SKBR3 3H-GDC-0941-10-dn","4/33",7.57887606421361e-08,2.58528837037499e-05,0,0,131.008210180624,2147.92098246769,"CEACAM6;TCN1;CRISP3;LCN2"
"17","LJP005 BT20 3H-GSK-690693-0.37-dn","4/33",7.57887606421361e-08,2.58528837037499e-05,0,0,131.008210180624,2147.92098246769,"MS4A3;CEACAM6;CRISP3;CEACAM8"
"18","LJP005 BT20 3H-dovitinib-3.33-dn","4/45",2.73191884324047e-07,8.80133187330638e-05,0,0,92.6085946573751,1399.60215693448,"MS4A3;CEACAM6;TCN1;CRISP3"
"19","LJP006 SKBR3 3H-GDC-0941-0.37-dn","4/47",3.2649502967396e-07,9.96497198462786e-05,0,0,88.2923588039867,1318.63323301154,"MS4A3;CEACAM6;CRISP3;LCN2"
"20","LJP006 MDAMB231 3H-torin-1-10-dn","4/48",3.5587749691608e-07,0.000103186680230817,0,0,86.2813852813853,1281.16461745463,"CEACAM6;HP;LCN2;MMP8"
"21","LJP007 HEPG2 24H-KW-2449-3.33-dn","4/50",4.20500969361721e-07,0.000116118339110887,0,0,82.5217391304348,1211.56924179219,"ORM1;TCN1;HP;CD24"
