"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","vorinostat-6179-dn","12/100",2.13656067327822e-14,3.32448840762092e-11,0,0,35.1056670602125,1105.02086888472,"MS4A6A;DOK2;SPI1;ADORA3;CLEC5A;FGL2;C3AR1;SLA;LCP2;CYTIP;FCGR1B;LAIR1"
"2","trichostatin A-6193-dn","11/100",7.34356459334768e-13,3.80886216908299e-10,0,0,31.4091040046096,877.563513828176,"LAT2;MS4A6A;DOK2;SPI1;CLEC5A;FGL2;CCL4;C3AR1;SLA;FCGR1B;LAIR1"
"3","vorinostat-1161-dn","11/100",7.34356459334768e-13,3.80886216908299e-10,0,0,31.4091040046096,877.563513828176,"MS4A6A;CLEC5A;CCL4;C3AR1;SLA;LCP2;CYTIP;EVI2B;FCGR1B;LAIR1;TLR2"
"4","trichostatin A-1175-dn","9/100",6.18013035744727e-10,2.40407070904699e-07,0,0,24.5027472527473,519.568787501405,"MS4A6A;CLEC7A;CLEC5A;CCL4;SLA;LCP2;CYTIP;EVI2B;FCGR1B"
"5","piperlongumine-1764-dn","7/100",3.11226265446652e-07,9.6853613806998e-05,0,0,18.1911880409127,272.553943445898,"CLEC5A;CCL4;C3AR1;MNDA;CYTIP;SAMSN1;TLR2"
"6","vorinostat-2680-dn","6/100",5.58085796249758e-06,0.00124054499852089,0,0,15.2399384773135,184.344856690103,"MS4A6A;DOK2;CLEC5A;CYTIP;FCGR1B;LAIR1"
"7","valproic acid-410-dn","6/100",5.58085796249758e-06,0.00124054499852089,0,0,15.2399384773135,184.344856690103,"MS4A6A;SPI1;CLEC5A;FGL2;MNDA;LAIR1"
"8","acetohexamide-1870-dn","5/100",8.41005554683844e-05,0.0118964058462551,0,0,12.4160401002506,116.505879827051,"LILRA6;MS4A6A;IGSF6;ADAP2;LILRB4"
"9","valproic acid-1150-dn","5/100",8.41005554683844e-05,0.0118964058462551,0,0,12.4160401002506,116.505879827051,"MS4A6A;IGSF6;CCL4;NCF1C;LILRB4"
"10","apigenin-1321-dn","5/100",8.41005554683844e-05,0.0118964058462551,0,0,12.4160401002506,116.505879827051,"HCK;NCF2;NCF1C;MNDA;TLR2"
