"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","vorinostat-1161-dn","13/100",4.43179364910811e-17,6.64325868001306e-14,0,0,48.5975127190503,1829.9462516063,"TRAC;SLA;EVI2A;GPR183;CLEC5A;CCL4;C3AR1;LCP2;CD69;CYTIP;EVI2B;LAIR1;TLR2"
"2","vorinostat-6179-dn","11/100",8.93689404737141e-14,6.69820208850487e-11,0,0,38.9168896022829,1169.29698933317,"ADORA3;GPR183;TRAC;CLEC5A;FGL2;C3AR1;SLA;LCP2;CD69;CYTIP;LAIR1"
"3","trichostatin A-1175-dn","10/100",3.39573246040909e-12,1.69673431938441e-09,0,0,34.4375,909.442774930686,"CLEC7A;GPR183;TRAC;CLEC5A;CCL4;SLA;LCP2;CD69;CYTIP;EVI2B"
"4","trichostatin A-6193-dn","7/100",8.64026941615992e-08,2.59035277096474e-05,0,0,22.2806933076553,362.378698823439,"CLEC5A;FGL2;CCL4;C3AR1;SLA;CD69;LAIR1"
"5","piperlongumine-1764-dn","7/100",8.64026941615992e-08,2.59035277096474e-05,0,0,22.2806933076553,362.378698823439,"TRAC;CLEC5A;CCL4;C3AR1;CYTIP;SAMSN1;TLR2"
"6","parthenolide-1736-dn","6/100",1.88980916709281e-06,0.000354102992684016,0,0,18.6157697121402,245.337875073922,"IL10RA;TRAC;CCL4;RNASE6;IRF8;TLR2"
"7","vorinostat-2680-dn","6/100",1.88980916709281e-06,0.000354102992684016,0,0,18.6157697121402,245.337875073922,"DENND2D;GPR183;TRAC;CLEC5A;CYTIP;LAIR1"
"8","trichostatin A-2694-dn","6/100",1.88980916709281e-06,0.000354102992684016,0,0,18.6157697121402,245.337875073922,"DENND2D;GPR183;TRAC;CLEC5A;TFEC;LAIR1"
"9","ribostamycin-2705-dn","5/100",3.46278609549636e-05,0.00399285873626849,0,0,15.1266209000763,155.363284071174,"GPR65;CCL4;PRF1;CD37;CD69"
"10","valproic acid-410-dn","5/100",3.46278609549636e-05,0.00399285873626849,0,0,15.1266209000763,155.363284071174,"GPR183;CLEC5A;FGL2;RNASE6;LAIR1"
"11","ciclopirox-2456-dn","5/100",3.46278609549636e-05,0.00399285873626849,0,0,15.1266209000763,155.363284071174,"TFEC;ELMO1;SLA;IRF8;GIMAP6"
"12","alprostadil-2938-dn","5/100",3.46278609549636e-05,0.00399285873626849,0,0,15.1266209000763,155.363284071174,"DENND2D;CCL4;IRF8;CD69;TLR2"
"13","lycorine-2195-dn","5/100",3.46278609549636e-05,0.00399285873626849,0,0,15.1266209000763,155.363284071174,"DENND2D;SLA;IRF8;GIMAP6;LAIR1"
"14","fulvestrant-367-dn","4/100",0.0005176957720029,0.0337402592274934,0,0,11.8035714285714,89.3072709186654,"CD2;ADORA3;IL10RA;RASGRP1"
"15","lymecycline-2953-dn","4/100",0.0005176957720029,0.0337402592274934,0,0,11.8035714285714,89.3072709186654,"DENND2D;CLEC7A;CD69;CD3D"
"16","chrysin-3106-dn","4/100",0.0005176957720029,0.0337402592274934,0,0,11.8035714285714,89.3072709186654,"DENND2D;ADORA3;TFEC;IRF8"
"17","dextromethorphan-1281-dn","4/100",0.0005176957720029,0.0337402592274934,0,0,11.8035714285714,89.3072709186654,"GPR183;TFEC;CCL4;CD3D"
"18","luteolin-3041-dn","4/100",0.0005176957720029,0.0337402592274934,0,0,11.8035714285714,89.3072709186654,"FGL2;ICAM2;IRF8;TLR2"
"19","yohimbic acid-2147-dn","4/100",0.0005176957720029,0.0337402592274934,0,0,11.8035714285714,89.3072709186654,"TRAC;CCL4;CD69;CD3D"
"20","dicloxacillin-2445-dn","4/100",0.0005176957720029,0.0337402592274934,0,0,11.8035714285714,89.3072709186654,"CD37;CD69;CYTIP;CD3D"
