"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","clotrimazole-1549-dn","4/100",0.0005176957720029,0.310375237892897,0,0,11.8035714285714,89.3072709186654,"TSEN34;IRF2;TNFRSF1B;TREM1"
"2","levocabastine-2948-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"MX2;IRF2;FGL2"
"3","vorinostat-6179-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"FMNL1;FGL2;PARP8"
"4","diethylcarbamazine-7425-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"FRAT1;SEMA4D;PLEKHO2"
"5","rosiglitazone-4457-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"SEMA4D;IL7;DENND3"
"6","prilocaine-2352-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"MAP3K3;ZDHHC18;IRF2"
"7","chlorpromazine-6977-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"MAP3K3;FRAT1;RBM23"
"8","harmol-1750-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"TSEN34;FMNL1;IRF2"
"9","lasalocid-3021-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"TLR1;VNN2;TMEM140"
"10","vinpocetine-1557-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"TSEN34;MNDA;GBP2"
"11","neostigmine bromide-5335-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"FRAT1;ZDHHC18;GBP2"
"12","acepromazine-1777-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"SEMA4D;IL10RB;NRBF2"
"13","trichostatin A-6193-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"FMNL1;MX2;FGL2"
"14","phenacetin-2471-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"IRF2;FGL2;DPEP2"
"15","valinomycin-5911-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"VNN2;BTN3A2;GBP2"
"16","gliclazide-1720-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"SEMA4D;IL10RB;NRBF2"
"17","valproic acid-410-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"FMNL1;FGL2;MNDA"
"18","gliquidone-6004-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"VNN2;IRF2;GBP2"
"19","iproniazid-2125-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"IRF2;PLEKHO2;RBM23"
"20","lynestrenol-2037-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"SEMA4D;MX2;PLEKHO2"
"21","paracetamol-5384-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"SEMA4D;CLIC2;GBP2"
"22","brinzolamide-3230-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"ZDHHC18;SEMA4D;GBP2"
"23","alprenolol-7141-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"IL10RB;IRF2;TCIRG1"
"24","trifluoperazine-2684-dn","3/100",0.00608144188041601,0.310375237892897,0,0,8.63757804559315,44.0733582371574,"TLR1;FMNL1;DPEP2"
