"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","vorinostat-1161-dn","8/100",1.91090449624745e-09,1.31533926158366e-06,0,0,28.2808267997149,567.757087700331,"TRAC;CCL4;SLA;LCP2;CD69;CYTIP;TARP;LAIR1"
"2","lycorine-2195-dn","8/100",1.91090449624745e-09,1.31533926158366e-06,0,0,28.2808267997149,567.757087700331,"DENND2D;CX3CR1;SEMA4D;SLA;IRF8;PTPRCAP;GIMAP6;LAIR1"
"3","trichostatin A-1175-dn","8/100",1.91090449624745e-09,1.31533926158366e-06,0,0,28.2808267997149,567.757087700331,"CLEC7A;TRAC;CCL4;SLA;LCP2;CD69;CYTIP;TARP"
"4","vorinostat-6179-dn","6/100",1.24777649953291e-06,0.000644164617883865,0,0,20.0982776089159,273.21894812019,"TRAC;SLA;LCP2;CD69;CYTIP;LAIR1"
"5","albendazole-1547-dn","5/100",2.46401341307612e-05,0.00424015641500182,0,0,16.3125,173.094122978528,"SEMA4D;CCL4;PTPRCAP;CD69;GIMAP6"
"6","lymecycline-2953-dn","5/100",2.46401341307612e-05,0.00424015641500182,0,0,16.3125,173.094122978528,"DENND2D;CX3CR1;CLEC7A;CD69;CD3D"
"7","vorinostat-2680-dn","5/100",2.46401341307612e-05,0.00424015641500182,0,0,16.3125,173.094122978528,"DENND2D;TRAC;CYTIP;TARP;LAIR1"
"8","trichostatin A-6193-dn","5/100",2.46401341307612e-05,0.00424015641500182,0,0,16.3125,173.094122978528,"CCL4;SLA;CD69;TARP;LAIR1"
"9","trichostatin A-2694-dn","5/100",2.46401341307612e-05,0.00424015641500182,0,0,16.3125,173.094122978528,"DENND2D;TRAC;TFEC;TARP;LAIR1"
"10","ciclopirox-2456-dn","5/100",2.46401341307612e-05,0.00424015641500182,0,0,16.3125,173.094122978528,"CX3CR1;TFEC;SLA;IRF8;GIMAP6"
"11","alprostadil-2938-dn","5/100",2.46401341307612e-05,0.00424015641500182,0,0,16.3125,173.094122978528,"DENND2D;CX3CR1;CCL4;IRF8;CD69"
"12","valproic acid-1150-dn","5/100",2.46401341307612e-05,0.00424015641500182,0,0,16.3125,173.094122978528,"DENND2D;CCL4;PTPRCAP;TARP;LILRB4"
"13","chrysin-3106-dn","4/100",0.000396452766194243,0.0355945635735266,0,0,12.7147435897436,99.5939972210319,"DENND2D;CX3CR1;TFEC;IRF8"
"14","terconazole-2484-dn","4/100",0.000396452766194243,0.0355945635735266,0,0,12.7147435897436,99.5939972210319,"CX3CR1;SEMA4D;TFEC;CD3D"
"15","atovaquone-2480-dn","4/100",0.000396452766194243,0.0355945635735266,0,0,12.7147435897436,99.5939972210319,"CX3CR1;CCRL2;SLA;CD69"
"16","raloxifene-376-dn","4/100",0.000396452766194243,0.0355945635735266,0,0,12.7147435897436,99.5939972210319,"ITK;KLRK1;TRAC;CCR5"
"17","yohimbic acid-2147-dn","4/100",0.000396452766194243,0.0355945635735266,0,0,12.7147435897436,99.5939972210319,"TRAC;CCL4;CD69;CD3D"
"18","alpha-ergocryptine-3817-dn","4/100",0.000396452766194243,0.0355945635735266,0,0,12.7147435897436,99.5939972210319,"DENND2D;TRAC;PRF1;CD3D"
"19","dequalinium chloride-1276-dn","4/100",0.000396452766194243,0.0355945635735266,0,0,12.7147435897436,99.5939972210319,"CLEC7A;CCRL2;CD69;CYTIP"
"20","valproic acid-2669-dn","4/100",0.000396452766194243,0.0355945635735266,0,0,12.7147435897436,99.5939972210319,"CCRL2;PRF1;TARP;LILRB4"
"21","dextromethorphan-1281-dn","4/100",0.000396452766194243,0.0355945635735266,0,0,12.7147435897436,99.5939972210319,"TFEC;CCL4;CD3D;LILRB4"
"22","fendiline-1573-dn","4/100",0.000396452766194243,0.0355945635735266,0,0,12.7147435897436,99.5939972210319,"SEMA4D;APOC2;PTPRCAP;CD69"
"23","flumetasone-3712-dn","4/100",0.000396452766194243,0.0355945635735266,0,0,12.7147435897436,99.5939972210319,"SEMA4D;BCL11B;TRAC;CCRL2"
"24","fulvestrant-2665-dn","3/100",0.00500440096029744,0.132488307474541,0,0,9.29428303655108,49.2358840662501,"CCRL2;CCL4;PRF1"
"25","CP-319743-7486-dn","3/100",0.00500440096029744,0.132488307474541,0,0,9.29428303655108,49.2358840662501,"SEMA4D;BCL11B;PTPRCAP"
"26","(+)-chelidonine-1786-dn","3/100",0.00500440096029744,0.132488307474541,0,0,9.29428303655108,49.2358840662501,"CX3CR1;CCL4;CYTIP"
"27","flunixin-3713-dn","3/100",0.00500440096029744,0.132488307474541,0,0,9.29428303655108,49.2358840662501,"DENND2D;SEMA4D;TRAC"
"28","ketoconazole-1285-dn","3/100",0.00500440096029744,0.132488307474541,0,0,9.29428303655108,49.2358840662501,"CX3CR1;CD69;CYTIP"
