"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","CPC020 VCAP 6H-BRD-A50774520-10.0-dn","1/3",0.00149929476953185,0.0704352098380477,0,0,1110.44444444444,7220.9541986836,"FPR2"
"2","LJP009 A549 24H-XMD-892-3.33-dn","1/6",0.00299657817287215,0.0704352098380477,0,0,444.111111111111,2580.41179429264,"F5"
"3","CPC019 VCAP 6H-BRD-K83816656-10.0-dn","1/6",0.00299657817287215,0.0704352098380477,0,0,444.111111111111,2580.41179429264,"TLR5"
"4","CPC011 PC3 24H-honokiol-10.0-dn","1/10",0.00498981788934786,0.0704352098380477,0,0,246.679012345679,1307.48654986014,"LILRA5"
"5","CPC009 VCAP 6H-BRD-K23149109-10.0-dn","1/14",0.00697947368021334,0.0704352098380477,0,0,170.74358974359,847.704661538015,"LILRA5"
"6","CPC003 PC3 6H-cl 82198 hydrochloride-10.0-dn","1/15",0.00747632815644859,0.0704352098380477,0,0,158.539682539683,776.212425317664,"TLR5"
"7","CPC019 VCAP 6H-BRD-K35424586-10.0-dn","1/15",0.00747632815644859,0.0704352098380477,0,0,158.539682539683,776.212425317664,"LILRA5"
"8","CPC019 A375 6H-BRD-K79131428-10.0-dn","1/17",0.00846936628057759,0.0704352098380477,0,0,138.708333333333,661.819014297417,"FPR2"
"9","CPC012 VCAP 6H-BRD-K47709646-10.0-dn","1/17",0.00846936628057759,0.0704352098380477,0,0,138.708333333333,661.819014297417,"TLR5"
"10","CPC014 PC3 24H-s1003-10.0-dn","1/18",0.00896555009334736,0.0704352098380477,0,0,130.542483660131,615.425022203049,"FPR2"
"11","CPC012 HT29 6H-BRD-K05114711-10.0-dn","1/18",0.00896555009334736,0.0704352098380477,0,0,130.542483660131,615.425022203049,"TLR5"
"12","CPC018 HEPG2 6H-niclosamide-10.0-dn","1/19",0.00946151051239574,0.0704352098380477,0,0,123.283950617284,574.567716360615,"TLR5"
"13","CPC006 HEC108 6H-geldanamycin-10.0-dn","1/19",0.00946151051239574,0.0704352098380477,0,0,123.283950617284,574.567716360615,"FPR2"
"14","CPC013 VCAP 6H-btb06091sc-10.0-dn","1/20",0.0099572476243862,0.0704352098380477,0,0,116.789473684211,538.335775363175,"TLR5"
"15","CPC006 HCC515 6H-BRD-K02113016-44.4-dn","1/21",0.0104527615118677,0.0704352098380477,0,0,110.944444444444,506.005304706543,"FPR2"
