"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","LJP006 HCC515 24H-WZ-4-145-0.37-dn","3/40",2.09018288322748e-06,0.00136233725869728,0,0,161.756756756757,2115.49675855127,"GZMA;NKG7;CST7"
"2","LJP006 MCF7 3H-KIN001-043-1.11-dn","3/45",2.99637796784209e-06,0.00136233725869728,0,0,142.464285714286,1811.87593576188,"GZMA;NKG7;CST7"
"3","LJP006 SKBR3 24H-BI-2536-10-dn","4/179",4.16493962132149e-06,0.00136233725869728,0,0,50.3161904761905,623.357662303909,"GZMA;NKG7;GIMAP4;TPSAB1"
"4","LJP007 HA1E 24H-KW-2449-3.33-dn","3/51",4.387559609331e-06,0.00136233725869728,0,0,124.61875,1537.38879175923,"CD48;CST7;EVI2B"
"5","LJP006 HME1 3H-KIN001-043-3.33-dn","3/83",1.9127249044696e-05,0.00475120866270248,0,0,74.65125,811.040785794219,"GZMA;NKG7;CST7"
"6","LJP008 HA1E 24H-(+)-JQ1-0.37-dn","3/99",3.24564349082125e-05,0.006718482026,0,0,62.159375,642.455171733232,"GZMA;SLAMF8;CST7"
"7","LJP008 HEPG2 24H-I-BET-10-dn","3/124",6.35737437364489e-05,0.0112797985315242,0,0,49.2545454545455,475.961941990519,"CD48;EVI2B;TPSAB1"
"8","LJP006 HME1 3H-AZD-5438-3.33-dn","3/153",0.000118678364734763,0.0184248161250719,0,0,39.674,358.616997162037,"GZMA;NKG7;CST7"
"9","LJP005 PC3 24H-NU-7441-0.12-dn","2/28",0.000146022849337721,0.0201511532086055,0,0,139.587412587413,1232.80077463887,"NKG7;TPSAB1"
"10","LJP006 HME1 3H-radicicol-0.12-dn","2/36",0.000242659542491227,0.0271082013724817,0,0,106.700534759358,888.159369680658,"NKG7;TPSAB1"
"11","LJP008 HCC515 24H-IOX2-10-dn","2/37",0.000256431870664208,0.0271082013724817,0,0,103.646753246753,857.018471271045,"GZMA;CST7"
"12","LJP006 HME1 3H-XMD11-85H-10-dn","2/42",0.000330906720176816,0.0271082013724817,0,0,90.6681818181818,726.585254387913,"NKG7;CST7"
"13","LJP007 HA1E 24H-ibrutinib-3.33-dn","2/42",0.000330906720176816,0.0271082013724817,0,0,90.6681818181818,726.585254387913,"CST7;TPSAB1"
"14","LJP005 SKBR3 3H-pelitinib-10-dn","2/43",0.000346921413702393,0.0271082013724817,0,0,88.4523281596452,704.647712993192,"CST7;TPSAB1"
"15","CPC006 HEPG2 6H-ro 28-1675 ?-160.0-dn","2/45",0.000380067195033089,0.0271082013724817,0,0,84.3298097251586,664.110954491725,"LST1;APLNR"
"16","LJP006 HME1 3H-WZ-4-145-3.33-dn","2/46",0.000397197451874666,0.0271082013724817,0,0,82.4090909090909,645.351939790641,"GZMA;CST7"
"17","LJP007 HCC515 24H-ALW-II-49-7-10-dn","2/46",0.000397197451874666,0.0271082013724817,0,0,82.4090909090909,645.351939790641,"CD48;TPSAB1"
"18","LJP005 MCF10A 3H-SU-11274-10-dn","2/46",0.000397197451874666,0.0271082013724817,0,0,82.4090909090909,645.351939790641,"NKG7;CST7"
