"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","LJP008 HA1E 24H-(-)-JQ1-10-dn","6/58",1.20065920004198e-11,4.21671511054744e-08,0,0,176.884615384615,4447.86364381842,"CD2;GZMA;CCL5;PRF1;IL7R;RASGRP1"
"2","LJP006 MCF7 3H-KIN001-043-1.11-dn","5/45",5.20594864727826e-10,9.14164582462062e-07,0,0,178.044642857143,3805.89100768663,"GZMA;CCL5;PRF1;NKG7;CST7"
"3","LJP006 HS578T 24H-CHIR-99021-3.33-dn","5/94",2.2730282844248e-08,2.66095844496664e-05,0,0,79.8234349919743,1404.85795261846,"LCK;CCL5;GIMAP4;GIMAP6;CD3D"
"4","LJP005 HS578T 3H-NVP-BEZ235-0.04-dn","4/45",8.45335810635301e-08,7.42204841737794e-05,0,0,129.691056910569,2112.16372313184,"ITK;LCK;IL7R;CD3D"
"5","LJP005 HS578T 3H-NVP-BEZ235-0.37-dn","4/56",2.0701534953796e-07,0.000145407581515463,0,0,102.2,1572.90632977425,"CD2;LCK;CCL5;CD3D"
"6","LJP005 MCF7 3H-SAR-245408-3.33-dn","4/63",3.34327346573162e-07,0.000195692940194157,0,0,90.0429378531073,1342.6433245578,"CCL5;PRF1;NKG7;CST7"
"7","LJP006 HME1 3H-fostamatinib-3.33-dn","4/71",5.42735311401396e-07,0.000272298059091672,0,0,79.2597014925373,1143.45150425835,"CCL5;PRF1;NKG7;IL7R"
"8","LJP007 A375 24H-KIN001-266-10-dn","4/75",6.77297263109232e-07,0.000297333498504953,0,0,74.7793427230047,1062.2521969236,"LCK;GZMA;CCL5;PRF1"
"9","LJP006 HME1 3H-KIN001-043-3.33-dn","4/83",1.0190888757336e-06,0.000397671125730713,0,0,67.179746835443,926.852201934892,"GZMA;PRF1;NKG7;CST7"
"10","LJP008 HCC515 24H-IOX2-10-dn","3/37",5.53320862788157e-06,0.00191687649113659,0,0,110.001838235294,1331.54394711714,"GZMA;CST7;IL7R"
"11","LJP006 LNCAP 3H-PF-562271-3.33-dn","3/38",6.00388422622508e-06,0.00191687649113659,0,0,106.853571428571,1284.71159427317,"EVI2A;GIMAP4;GIMAP6"
"12","LJP006 HCC515 24H-WZ-4-145-0.37-dn","3/40",7.02315196627193e-06,0.00205544247546225,0,0,101.067567567568,1199.29791962961,"GZMA;NKG7;CST7"
"13","LJP005 BT20 24H-YM-201636-10-dn","4/139",7.98516982398421e-06,0.00215722434014097,0,0,39.201975308642,460.149826762729,"GZMA;CCL5;PRF1;IL7R"
"14","LJP006 HME1 3H-WZ-4-145-3.33-dn","3/46",1.07518890517317e-05,0.0026971881678344,0,0,86.9389534883721,994.61893281083,"GZMA;CCL5;CST7"
"15","LJP006 HME1 3H-AZD-5438-3.33-dn","4/153",1.16701783213775e-05,0.00273237775097853,0,0,35.4935123042506,403.152130694393,"GZMA;CCL5;NKG7;CST7"
"16","LJP005 SKBR3 3H-PD-0325901-10-dn","3/55",1.84820579631163e-05,0.0038181757392038,0,0,71.859375,783.174498701437,"EVI2A;LCK;IL7R"
"17","LJP005 A375 24H-roscovitine-1.11-dn","3/55",1.84820579631163e-05,0.0038181757392038,0,0,71.859375,783.174498701437,"CD2;CCL5;PRF1"
"18","LJP009 HA1E 24H-GSK-2334470-10-dn","3/57",2.05884038832968e-05,0.00400166526574657,0,0,69.1909722222222,746.624736292577,"CCL5;NKG7;CST7"
"19","LJP005 HEPG2 24H-TG-101348-10-dn","4/179",2.16491002417953e-05,0.00400166526574657,0,0,30.1805714285714,324.155835764188,"ITK;LCK;LCP2;GIMAP6"
"20","LJP005 MDAMB231 3H-XMD16-144-3.33-dn","3/60",2.40351574058693e-05,0.00403392824227109,0,0,65.5394736842105,697.077377273924,"CCL5;NKG7;CST7"
"21","LJP009 A375 24H-KIN001-265-10-dn","4/184",2.41208693302087e-05,0.00403392824227109,0,0,29.3348148148148,311.900457335724,"CCL5;PRF1;CST7;IL7R"
"22","LJP007 HA1E 24H-BMS509744-10-dn","3/72",4.15890170248172e-05,0.00660692039503353,0,0,54.1086956521739,545.8309060787,"ITK;CCL5;CST7"
"23","LJP006 HS578T 24H-KIN001-043-0.37-dn","3/73",4.33453943235355e-05,0.00660692039503353,0,0,53.3330357142857,535.800215592644,"LCK;CCL5;IL7R"
"24","LJP007 HA1E 24H-amuvatinib-3.33-dn","3/74",4.51497976881562e-05,0.00660692039503353,0,0,52.5792253521127,526.082741069278,"LCK;LTB;IL7R"
"25","LJP006 MDAMB231 3H-AZD-5438-1.11-dn","3/77",5.08572338697131e-05,0.00714442421401729,0,0,50.4400337837838,498.674798134889,"EVI2A;GIMAP6;IL7R"
"26","LJP005 A549 24H-dasatinib-0.37-dn","3/80",5.70186899022573e-05,0.00770190918987414,0,0,48.4675324675325,473.631098371205,"GZMA;CCL5;RASGRP1"
"27","LJP008 A549 24H-decitabine-0.37-dn","2/13",6.62758746323558e-05,0.0086207730262531,0,0,213.582887700535,2055.02718330378,"IL7R;RASGRP1"
"28","LJP006 HME1 3H-selumetinib-10-dn","3/88",7.57916853921599e-05,0.00950644282490234,0,0,43.8882352941176,416.39059625835,"GZMA;CCL5;CST7"
"29","LJP008 HA1E 24H-(+)-JQ1-0.37-dn","3/99",0.000107618766337806,0.0130330037027026,0,0,38.837890625,354.858525502996,"GZMA;PRF1;CST7"
"30","LJP008 A375 24H-PD-0325901-1.11-dn","3/114",0.000163511253149871,0.0191417173687449,0,0,33.5641891891892,292.633704613468,"GZMA;CCL5;CST7"
"31","LJP009 HA1E 24H-JWE-035-10-dn","3/118",0.000181063053244742,0.0205126917095334,0,0,32.3902173913043,279.095659887179,"CD2;CCL5;LCP2"
"32","LJP005 MDAMB231 3H-SB590885-10-dn","3/128",0.000230187798383811,0.0252631108726233,0,0,29.784,249.48910317029,"GZMA;CCL5;CST7"
"33","LJP009 A375 24H-MLN-8054-3.33-dn","2/25",0.000253182873478102,0.0261523015192675,0,0,102.086956521739,845.422769657518,"LTB;GIMAP6"
"34","CPC004 HA1E 24H-dmbi-10.0-dn","2/25",0.000253182873478102,0.0261523015192675,0,0,102.086956521739,845.422769657518,"LCK;CCL5"
"35","LJP005 BT20 3H-CYT387-0.04-dn","2/26",0.000274126293026632,0.0272796186443252,0,0,97.828431372549,802.381127725505,"LCK;IL7R"
"36","LJP005 SKBR3 24H-withaferin-a-1.11-dn","3/137",0.00028115508108417,0.0272796186443252,0,0,27.7709888059701,227.072382345119,"CCL5;NKG7;LTB"
"37","LJP005 HS578T 3H-TGX-221-10-dn","2/28",0.00031846935205505,0.0272796186443252,0,0,90.2941176470588,727.046818892631,"LTB;IL7R"
