"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"vorinostat-6179","5/100",5.68311303240783e-05,0.0803592182782467,0,0,13.5495557074504,132.45268339595,"ADORA3;FGL2;LCP2;CYTIP;LAIR1"
"finasteride-4766","4/100",0.000763307494582887,0.21586335946804,0,0,10.5886752136752,76.0039181528157,"SELL;CLEC7A;MMRN2;PRF1"
"diflorasone-2142","4/100",0.000763307494582887,0.21586335946804,0,0,10.5886752136752,76.0039181528157,"CD86;HSPA6;CYTIP;FCGR2B"
"dicloxacillin-2445","4/100",0.000763307494582887,0.21586335946804,0,0,10.5886752136752,76.0039181528157,"HSPA6;CD37;CYTIP;CD3D"
"papaverine-1755","4/100",0.000763307494582887,0.21586335946804,0,0,10.5886752136752,76.0039181528157,"BIN2;CLEC7A;CYTIP;FCGR2B"
"estradiol-373","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"HPGDS;CCR5;FOLR2"
"monorden-484","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"HPGDS;LRRC32;FOLR2"
"benserazide-6482","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"ADAP2;CLIC2;CD3D"
"tretinoin-390","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"HPGDS;RAMP3;CCL21"
"ribostamycin-2705","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"GPR65;PRF1;CD37"
"gelsemine-4097","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"P2RY13;CCL21;MMRN2"
"sulindac sulfide-308","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"ADORA3;OLFML1;CD3D"
"dequalinium chloride-1276","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"CLEC7A;CYTIP;FCGR2B"
"betonicine-4767","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"ADAP2;CLEC7A;MMRN2"
"phenformin-4747","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"SELL;CLEC7A;MMRN2"
"cefoxitin-6796","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"PRF1;PCDH12;CD3D"
"valproic acid-348","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"CCL21;PRF1;FOLR2"
"netilmicin-2963","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"CLEC7A;FGL2;LILRB1"
"scopolamine-3018","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"ADORA3;PRF1;CD37"
"ciclacillin-3800","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"ADAP2;SELL;PRF1"
"glycopyrronium bromide-3687","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"ADAP2;PRF1;CORO1A"
"trichostatin A-6193","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"LAT2;FGL2;LAIR1"
"mercaptopurine-334","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"ADAP2;MMRN2;CORO1A"
"trichostatin A-1175","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"CLEC7A;LCP2;CYTIP"
"alfaxalone-3135","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"ADORA3;CD48;CD3D"
"tamoxifen-375","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"CCR5;FOLR2;CD3D"
"chlorpromazine-1158","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"CLEC7A;GPR65;FGL2"
"vorinostat-1161","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"LCP2;CYTIP;LAIR1"
"solasodine-3749","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"ADAP2;SELL;CORO1A"
"monastrol-605","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"SELL;TREM2;FOLR2"
"zidovudine-6733","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"PRF1;PCDH12;CORO1A"
"sitosterol-2912","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"GPR65;FGL2;CD37"
"monensin-3704","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"ADAP2;PCDH12;CD3D"
"lycorine-3891","3/100",0.00807321977106542,0.335750963420191,0,0,7.7597546652747,37.3958321548795,"ADAP2;MMRN2;CD3D"
