"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"yohimbine-1763","3/100",0.000227436407823654,0.0572571156696049,0,0,29.2768777614138,245.593184488819,"DOCK5;HP;RNASE3"
"dimethadione-4607","3/100",0.000227436407823654,0.0572571156696049,0,0,29.2768777614138,245.593184488819,"GYPA;PRR5L;PADI4"
"Prestwick-860-5679","3/100",0.000227436407823654,0.0572571156696049,0,0,29.2768777614138,245.593184488819,"ORM1;ARG1;HP"
"cefoperazone-1627","3/100",0.000227436407823654,0.0572571156696049,0,0,29.2768777614138,245.593184488819,"BST1;ARG1;BPI"
"thalidomide-5990","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"ORM1;CEACAM6"
"amikacin-1618","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"BST1;TCN1"
"ornidazole-5064","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"ARG1;CCNJL"
"imipenem-5997","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"DOCK5;CEACAM6"
"benzthiazide-4952","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"DOCK5;ARG1"
"azathioprine-5262","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"AHSP;RETN"
"mestranol-3008","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"DOCK5;BPI"
"guaifenesin-3897","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"MS4A3;SLPI"
"fluspirilene-3086","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"CEACAM6;BPI"
"butamben-6093","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"DOCK5;TCN1"
"lobeline-5784","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"DOCK5;CEACAM6"
"(-)-isoprenaline-4495","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"CEACAM6;CD24"
"lithocholic acid-2571","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"ARG1;CD24"
"proxyphylline-5993","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"SLPI;CCNJL"
"phenylpropanolamine-3217","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"MS4A3;RNASE3"
"chlorpropamide-1594","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"TCN1;BPI"
"aminohippuric acid-3076","2/100",0.00635854736076345,0.0735983585320551,0,0,18.4397031539889,93.2671948534304,"CEACAM6;PADI4"
