"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"paracetamol-6284","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"AOC2;TECPR2"
"metitepine-6312","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"AOC2;TECPR2"
"quinpirole-7481","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"ALOX15;CDC42EP2"
"nefopam-2355","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"IL5RA;TECPR2"
"atovaquone-4786","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"CA4;IL5RA"
"canrenoic acid-6783","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"ALOX15;CDC42EP2"
"sulfanilamide-3449","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"CA4;CDC42EP2"
"sirolimus-1022","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"CA4;CDC42EP2"
"verapamil-5387","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"AOC2;CA4"
"clemizole-7371","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"CASS4;IL5RA"
"tanespimycin-5953","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"ALOX15;CA4"
"estradiol-6200","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"IL5RA;PGLYRP1"
"butoconazole-5388","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"AOC2;CCNJL"
"digoxigenin-5640","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"CA4;PGLYRP1"
"sulmazole-2153","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"IL5RA;TECPR2"
"cefalotin-6819","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"ALOX15;CA4"
"bupivacaine-2404","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"CASS4;LILRA5"
"griseofulvin-4687","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"ALOX15;CASS4"
"bemegride-5014","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"AOC2;CDC42EP2"
"butacaine-3469","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"CDC42EP2;IL5RA"
"metoprolol-6846","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"AOC2;IL5RA"
"doxorubicin-3291","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"ALOX15;IL5RA"
"tetryzoline-6769","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"CA4;CDC42EP2"
"lorglumide-5619","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"CA4;CCNJL"
"bumetanide-5542","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"ALOX15;TECPR2"
"11-deoxy-16,16-dimethylprostaglandin E2-7533","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"ALOX15;TECPR2"
"kawain-4693","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"ALOX15;CDC42EP2"
"carbinoxamine-6786","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"ALOX15;CA4"
"PNU-0251126-4714","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"CDC42EP2;IL5RA"
"acetylsalicylic acid-4428","2/100",0.00800810651058956,0.126656642302827,0,0,16.2244897959184,78.3204947866311,"CASS4;TECPR2"
