"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"thalidomide-5990","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"ORM1;CEACAM6"
"isotretinoin-6017","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"SLPI;KRT17"
"imipenem-5997","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"KRT17;CEACAM6"
"adenosine phosphate-5359","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"KRT17;CEACAM6"
"guaifenesin-3897","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"MS4A3;SLPI"
"mebhydrolin-4795","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"KRT17;PGLYRP1"
"altretamine-3090","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"CEACAM6;CTNND1"
"tetraethylenepentamine-412","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"JUP;KRT17"
"(-)-isoprenaline-4495","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"KRT17;CEACAM6"
"proxyphylline-5993","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"SLPI;KRT17"
"mianserin-2068","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"KRT17;CLTB"
"karakoline-3741","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"KRT17;PGLYRP1"
"Prestwick-860-5679","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"ORM1;HP"
"vigabatrin-5415","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"KRT17;CEACAM6"
"pramocaine-2198","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"CEACAM6;SFN"
"ofloxacin-2340","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"KRT17;CTNND1"
"benzethonium chloride-7207","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"CEACAM6;HP"
"mebhydrolin-4211","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"KRT17;CLTB"
"flavoxate-2373","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"SFN;PGLYRP1"
"cefuroxime-6261","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"SLPI;KRT17"
"indapamide-2322","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"ORM1;SLPI"
"prochlorperazine-2641","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"KRT17;CLTB"
"epivincamine-1783","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"CEACAM6;SFN"
"naphazoline-1466","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"KRT17;HP"
"captopril-1988","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"HP;SFN"
"cotinine-5611","2/100",0.00186242805035638,0.046632333107,0,0,36.899814471243,231.947593213754,"MS4A3;KRT17"
