"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Sporidesmin A-0.15 uM in DMSO-Rat-Primary rat hepatocytes-1d-up","2/212",0.00226757657072375,0.0281450170185503,0,0,37.6819047619048,229.44676131864,"HP;F5"
"Loratadine-62.25 uM in DMSO-Rat-Primary rat hepatocytes-1d-dn","2/223",0.00250497009302118,0.0281450170185503,0,0,35.7864253393665,214.34202456902,"HP;F5"
"Sildenafil-90 uM in DMSO-Rat-Primary rat hepatocytes-1d-dn","2/223",0.00250497009302118,0.0281450170185503,0,0,35.7864253393665,214.34202456902,"HP;F5"
"Cisplatin-1.17 mg/kg in Saline-Rat-Liver-1d-up","2/226",0.00257168484317651,0.0281450170185503,0,0,35.3017857142857,210.511397250415,"HP;F5"
"3-Acetamidophenol-700 mg/kg in Corn Oil-Rat-Liver-1d-dn","2/227",0.00259411032273674,0.0281450170185503,0,0,35.1431111111111,209.260065021215,"HP;F5"
"1-Naphthyl Isothiocyanate-166.67 uM in DMSO-Rat-Primary rat hepatocytes-1d-dn","2/229",0.00263924183103259,0.0281450170185503,0,0,34.8299559471366,206.794629226484,"HP;F5"
"Cyclosporin A-350 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","2/237",0.00282350133824889,0.0281450170185503,0,0,33.6306382978723,197.404365837253,"HP;F5"
"Stanozolol-150 mg/kg in Water-Rat-Liver-1d-up","2/244",0.0029896140384824,0.0281450170185503,0,0,32.6462809917355,189.760131480331,"HP;F5"
"Camptothecin-5 mg/kg in Saline-Rat-Kidney-3d-up","2/245",0.00301371562069199,0.0281450170185503,0,0,32.5102880658436,188.708617837654,"HP;F5"
"Azathioprine-0.5 uM in DMSO-Rat-Primary rat hepatocytes-1d-up","2/246",0.00303790985523413,0.0281450170185503,0,0,32.3754098360656,187.666832755101,"HP;F5"
"Hydroxyurea-59 mg/kg in Saline-Rat-Liver-0.25d-up","2/247",0.00306219669418148,0.0281450170185503,0,0,32.2416326530612,186.634648164662,"HP;F5"
"Clofibrate-500 uM in DMSO-Rat-Primary rat hepatocytes-1d-up","2/249",0.00311104798837314,0.0281450170185503,0,0,31.9773279352227,184.598579149014,"HP;F5"
"Nimesulide-162 mg/kg in Corn Oil-Rat-Liver-0.25d-up","2/252",0.00318501824115639,0.0281450170185503,0,0,31.5888,181.613401374086,"HP;F5"
"Rosiglitazone-1800 mg/kg in Corn Oil-Rat-Liver-3d-dn","2/252",0.00318501824115639,0.0281450170185503,0,0,31.5888,181.613401374086,"HP;F5"
"Famciclovir-112 mg/kg in Saline-Rat-Liver-5d-dn","2/252",0.00318501824115639,0.0281450170185503,0,0,31.5888,181.613401374086,"HP;F5"
"Amitriptyline-72 uM in DMSO-Rat-Primary rat hepatocytes-1d-dn","2/253",0.00320985968084833,0.0281450170185503,0,0,31.4613545816733,180.636250008145,"HP;F5"
"Azithromycin-50 mg/kg in Water-Rat-Liver-3d-dn","2/253",0.00320985968084833,0.0281450170185503,0,0,31.4613545816733,180.636250008145,"HP;F5"
"Desloratadine-57 uM in DMSO-Rat-Primary rat hepatocytes-1d-dn","2/253",0.00320985968084833,0.0281450170185503,0,0,31.4613545816733,180.636250008145,"HP;F5"
"Cyclophosphamide-1320 uM in DMSO-Rat-Primary rat hepatocytes-1d-up","2/255",0.00325981930025706,0.0281450170185503,0,0,31.2094861660079,178.708124231468,"HP;F5"
"Valproic Acid-850 mg/kg in Water-Rat-Liver-3d-dn","2/255",0.00325981930025706,0.0281450170185503,0,0,31.2094861660079,178.708124231468,"HP;F5"
"Gemcitabine-11 mg/kg in Saline-Rat-Bone marrow-3d-dn","2/256",0.00328493738293855,0.0281450170185503,0,0,31.0850393700787,177.756928138568,"HP;F5"
"Diethylstilbestrol-2.8 mg/kg in Corn Oil-Rat-Liver-3d-dn","2/257",0.003310147582869,0.0281450170185503,0,0,30.961568627451,176.814165170832,"HP;F5"
"Ibuprofen-90 mg/kg in Corn Oil-Rat-Liver-3d-up","2/258",0.00333544985161764,0.0281450170185503,0,0,30.8390625,175.87972900447,"HP;F5"
"Imatinib-150 mg/kg in Water-Rat-Liver-3d-up","2/258",0.00333544985161764,0.0281450170185503,0,0,30.8390625,175.87972900447,"HP;F5"
"Beta-Naphthoflavone-80 mg/kg in CMC-Rat-Liver-28d-up","2/259",0.00336084414035076,0.0281450170185503,0,0,30.7175097276265,174.953515061055,"HP;F5"
"Rofecoxib-800 mg/kg in Corn Oil-Rat-Liver-3d-up","2/259",0.00336084414035076,0.0281450170185503,0,0,30.7175097276265,174.953515061055,"HP;F5"
"Fluphenazine-2.5 mg/kg in Corn Oil-Rat-Liver-1d-dn","2/259",0.00336084414035076,0.0281450170185503,0,0,30.7175097276265,174.953515061055,"HP;F5"
"Modafinil-17.5 mg/kg in Saline-Rat-Liver-5d-dn","2/260",0.00338633040039764,0.0281450170185503,0,0,30.5968992248062,174.035420467098,"HP;F5"
"Rofecoxib-250 mg/kg in Corn Oil-Rat-Liver-3d-up","2/261",0.00341190858343292,0.0281450170185503,0,0,30.4772200772201,173.125344018265,"HP;F5"
"Sotalol-2000 mg/kg in Water-Rat-Liver-5d-up","2/261",0.00341190858343292,0.0281450170185503,0,0,30.4772200772201,173.125344018265,"HP;F5"
"Didanosine-500 uM in DMSO-Rat-Primary rat hepatocytes-1d-dn","2/261",0.00341190858343292,0.0281450170185503,0,0,30.4772200772201,173.125344018265,"HP;F5"
"Trovafloxacin-600 mg/kg in CMC-Rat-Liver-5d-up","2/261",0.00341190858343292,0.0281450170185503,0,0,30.4772200772201,173.125344018265,"HP;F5"
"Methyl Salicylate-444 mg/kg in Corn Oil-Rat-Liver-5d-dn","2/262",0.0034375786413119,0.0281450170185503,0,0,30.3584615384615,172.223186147566,"HP;F5"
"Nimesulide-30 mg/kg in Corn Oil-Rat-Liver-0.25d-up","2/262",0.0034375786413119,0.0281450170185503,0,0,30.3584615384615,172.223186147566,"HP;F5"
"Celecoxib-400 mg/kg in Corn Oil-Rat-Liver-3d-up","2/262",0.0034375786413119,0.0281450170185503,0,0,30.3584615384615,172.223186147566,"HP;F5"
"Simvastatin-160 uM in DMSO-Rat-Primary rat hepatocytes-1d-up","2/262",0.0034375786413119,0.0281450170185503,0,0,30.3584615384615,172.223186147566,"HP;F5"
"Sodium Arsenite-30 mg/kg in Saline-Rat-Liver-1d-dn","2/262",0.0034375786413119,0.0281450170185503,0,0,30.3584615384615,172.223186147566,"HP;F5"
"Monocrotaline-333 uM in DMSO-Rat-Primary rat hepatocytes-0.67d-dn","2/263",0.00346334052462954,0.0281450170185503,0,0,30.2406130268199,171.328848905385,"HP;F5"
"Pentamidine-18 mg/kg in Saline-Rat-Bone marrow-1d-up","2/263",0.00346334052462954,0.0281450170185503,0,0,30.2406130268199,171.328848905385,"HP;F5"
"Rofecoxib-775 mg/kg in Corn Oil-Rat-Liver-1d-dn","2/263",0.00346334052462954,0.0281450170185503,0,0,30.2406130268199,171.328848905385,"HP;F5"
"Fluphenazine-2.5 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","2/264",0.0034891941854006,0.0281450170185503,0,0,30.1236641221374,170.442235903843,"HP;F5"
"Irinotecan-5 mg/kg in Saline-Rat-Bone marrow-1d-up","2/265",0.00351513957526952,0.0281450170185503,0,0,30.0076045627376,169.56325230166,"HP;F5"
"Rolipram-75 mg/kg in CMC-Rat-Liver-1d-up","2/265",0.00351513957526952,0.0281450170185503,0,0,30.0076045627376,169.56325230166,"HP;F5"
"Bis(2-Ethylhexyl)Phthalate-1000 mg/kg in Corn Oil-Rat-Liver-1d-dn","2/266",0.00354117664564267,0.0281450170185503,0,0,29.8924242424242,168.691804772458,"HP;F5"
"Amoxicillin-1100 mg/kg in Water-Rat-Liver-3d-dn","2/267",0.00356730534803258,0.0281450170185503,0,0,29.7781132075472,167.827801472098,"HP;F5"
"Vincristine-0.05 mg/kg in Saline-Rat-Bone marrow-0.25d-up","2/267",0.00356730534803258,0.0281450170185503,0,0,29.7781132075472,167.827801472098,"HP;F5"
"Ibuprofen-275 mg/kg in Corn Oil-Rat-Liver-3d-up","2/268",0.00359352563385729,0.0281450170185503,0,0,29.6646616541353,166.971152011388,"HP;F5"
"Naloxone-76 mg/kg in Saline-Rat-Liver-5d-dn","2/268",0.00359352563385729,0.0281450170185503,0,0,29.6646616541353,166.971152011388,"HP;F5"
"Phenobarbital-54 mg/kg in Water-Rat-Liver-3d-dn","2/268",0.00359352563385729,0.0281450170185503,0,0,29.6646616541353,166.971152011388,"HP;F5"
"Lansoprazole-600 mg/kg in CMC-Rat-Liver-3d-dn","2/269",0.00361983745473517,0.0281450170185503,0,0,29.5520599250936,166.12176742532,"HP;F5"
"Lorazepam-2000 mg/kg in CMC-Rat-Liver-3d-dn","2/269",0.00361983745473517,0.0281450170185503,0,0,29.5520599250936,166.12176742532,"HP;F5"
"Azathioprine-54 mg/kg in Water-Rat-Liver-3d-dn","2/269",0.00361983745473517,0.0281450170185503,0,0,29.5520599250936,166.12176742532,"HP;F5"
"Artemisinin-2000 mg/kg in CMC-Rat-Liver-3d-dn","2/270",0.00364624076259072,0.0281450170185503,0,0,29.4402985074627,165.279560144638,"HP;F5"
"Aspirin-500 mg/kg in Corn Oil-Rat-Liver-3d-up","2/270",0.00364624076259072,0.0281450170185503,0,0,29.4402985074627,165.279560144638,"HP;F5"
"Norethindrone-75 mg/kg in Corn Oil-Rat-Liver-5d-dn","2/270",0.00364624076259072,0.0281450170185503,0,0,29.4402985074627,165.279560144638,"HP;F5"
"CerIVastatin-7 mg/kg in Corn Oil-Rat-Kidney-3d-up","2/270",0.00364624076259072,0.0281450170185503,0,0,29.4402985074627,165.279560144638,"HP;F5"
"Podophyllotoxin-4 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","2/270",0.00364624076259072,0.0281450170185503,0,0,29.4402985074627,165.279560144638,"HP;F5"
"Etoposide-100 mg/kg in Corn Oil-Rat-Liver-1d-dn","2/270",0.00364624076259072,0.0281450170185503,0,0,29.4402985074627,165.279560144638,"HP;F5"
"Fenofibrate-215 mg/kg in Corn Oil-Rat-Liver-1d-dn","2/270",0.00364624076259072,0.0281450170185503,0,0,29.4402985074627,165.279560144638,"HP;F5"
"Penciclovir-1200 mg/kg in Corn Oil-Rat-Kidney-1d-up","2/271",0.00367273550865277,0.0281450170185503,0,0,29.3293680297398,164.444443976945,"HP;F5"
"Omeprazole-415 mg/kg in Corn Oil-Rat-Liver-1d-dn","2/272",0.00369932164482151,0.0281450170185503,0,0,29.2192592592593,163.616334069188,"HP;F5"
"1-Naphthyl Isothiocyanate-60 mg/kg in Corn Oil-Rat-Liver-1d-up","2/273",0.0037259991221673,0.0281450170185503,0,0,29.109963099631,162.795146893873,"HP;F5"
"Ciprofloxacin-450 mg/kg in Corn Oil-Rat-Liver-1d-dn","2/273",0.0037259991221673,0.0281450170185503,0,0,29.109963099631,162.795146893873,"HP;F5"
"Colistin-121 mg/kg in Water-Rat-Liver-5d-up","2/273",0.0037259991221673,0.0281450170185503,0,0,29.109963099631,162.795146893873,"HP;F5"
"Dipyrone-1636 mg/kg in Water-Rat-Liver-1d-dn","2/273",0.0037259991221673,0.0281450170185503,0,0,29.109963099631,162.795146893873,"HP;F5"
"Fluvastatin-94 mg/kg in Corn Oil-Rat-Liver-5d-up","2/273",0.0037259991221673,0.0281450170185503,0,0,29.109963099631,162.795146893873,"HP;F5"
