"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Oxiconazole-1500 mg/kg in Corn Oil-Rat-Liver-3d-up","2/257",0.003310147582869,0.100434923900247,0,0,30.961568627451,176.814165170832,"CAMK1;ASGR1"
"Nisoldipine-1125 mg/kg in Water-Rat-Liver-5d-dn","2/265",0.00351513957526952,0.100434923900247,0,0,30.0076045627376,169.56325230166,"CAMK1;ASGR1"
"Methotrexate-27 mg/kg in Corn Oil-Rat-Liver-1d-up","2/275",0.00377962790934503,0.100434923900247,0,0,28.8937728937729,161.173213038089,"CAMK1;ASGR1"
"Lomustine-560 uM in DMSO-Rat-Primary rat hepatocytes-0.67d-dn","2/277",0.00383362148211358,0.100434923900247,0,0,28.6807272727273,159.577999598559,"CAMK1;ASGR1"
"Miconazole-200 mg/kg in Corn Oil-Rat-Liver-3d-up","2/285",0.00405323591346835,0.100434923900247,0,0,27.8586572438163,153.452162540822,"CAMK1;ASGR1"
"Tosufloxacin-2000 mg/kg in CMC-Rat-Liver-5d-up","2/285",0.00405323591346835,0.100434923900247,0,0,27.8586572438163,153.452162540822,"CAMK1;ASGR1"
"Amlodipine-0.2 mg/kg in Corn Oil-Rat-Liver-5d-dn","2/286",0.00408109643675088,0.100434923900247,0,0,27.7591549295775,152.713926017038,"CAMK1;ASGR1"
"Tosufloxacin-2000 mg/kg in CMC-Rat-Liver-3d-up","2/286",0.00408109643675088,0.100434923900247,0,0,27.7591549295775,152.713926017038,"CAMK1;ASGR1"
"Isoniazid-79 mg/kg in Water-Rat-Liver-1d-up","2/287",0.00410904762649542,0.100434923900247,0,0,27.660350877193,151.981568112184,"CAMK1;ASGR1"
"Salicylamide-1300 mg/kg in CMC-Rat-Liver-1d-up","2/289",0.00416522181167642,0.100434923900247,0,0,27.4648083623693,150.53422322428,"CAMK1;ASGR1"
"Glimepiride-2500 mg/kg in CMC-Rat-Liver-5d-up","2/289",0.00416522181167642,0.100434923900247,0,0,27.4648083623693,150.53422322428,"CAMK1;ASGR1"
"Methimazole-100 mg/kg in Water-Rat-Liver-1d-dn","2/290",0.00419344471116434,0.100434923900247,0,0,27.3680555555556,149.819106191335,"CAMK1;ASGR1"
"Bisphenol A-50 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","2/291",0.00422175808380085,0.100434923900247,0,0,27.2719723183391,149.109607652014,"CAMK1;ASGR1"
"Sildenafil-420 mg/kg in Water-Rat-Liver-5d-dn","2/292",0.00425016188190328,0.100434923900247,0,0,27.1765517241379,148.405664925213,"CAMK1;ASGR1"
"Abamectin-10 mg/kg in Water-Rat-Liver-5d-up","2/296",0.00436468036827316,0.100434923900247,0,0,26.8013605442177,145.644230017243,"CAMK1;ASGR1"
"Oxymetholone-1170 mg/kg in CMC-Rat-Liver-5d-up","2/296",0.00436468036827316,0.100434923900247,0,0,26.8013605442177,145.644230017243,"CAMK1;ASGR1"
"Lomefloxacin-2000 mg/kg in CMC-Rat-Liver-5d-up","2/297",0.00439353557279654,0.100434923900247,0,0,26.7091525423729,144.967157401421,"CAMK1;ASGR1"
"Megestrol Acetate-132 mg/kg in CMC-Rat-Liver-5d-up","2/297",0.00439353557279654,0.100434923900247,0,0,26.7091525423729,144.967157401421,"CAMK1;ASGR1"
"Phenobarbital-54 mg/kg in Water-Rat-Liver-5d-up","2/298",0.00442248091509367,0.100434923900247,0,0,26.6175675675676,144.295283039826,"CAMK1;ASGR1"
"Hydrazine-45 mg/kg in Water-Rat-Liver-1d-up","2/298",0.00442248091509367,0.100434923900247,0,0,26.6175675675676,144.295283039826,"CAMK1;ASGR1"
"Cyclopropane Carboxylic Acid-375 mg/kg in Water-Rat-Liver-3d-dn","2/301",0.00450985728517167,0.100434923900247,0,0,26.3464882943144,142.310286998596,"CAMK1;ASGR1"
"Sulfisoxazole-250 mg/kg in Corn Oil-Rat-Liver-1d-dn","2/301",0.00450985728517167,0.100434923900247,0,0,26.3464882943144,142.310286998596,"CAMK1;ASGR1"
"Diisopropyl Fluorophosphate-3.75 mg/kg in Water-Rat-Liver-1d-up","2/302",0.00453916269639037,0.100434923900247,0,0,26.2573333333333,141.658647117754,"CAMK1;ASGR1"
"Ethisterone-1500 mg/kg in CMC-Rat-Liver-3d-up","2/302",0.00453916269639037,0.100434923900247,0,0,26.2573333333333,141.658647117754,"CAMK1;ASGR1"
"Finasteride-25 mg/kg in Corn Oil-Rat-Liver-3d-dn","2/302",0.00453916269639037,0.100434923900247,0,0,26.2573333333333,141.658647117754,"CAMK1;ASGR1"
"Carbimazole-400 mg/kg in Water-Rat-Liver-3d-dn","2/303",0.00456855800597827,0.100434923900247,0,0,26.1687707641196,141.011930118832,"CAMK1;ASGR1"
"Carbimazole-400 mg/kg in Water-Rat-Liver-5d-dn","2/303",0.00456855800597827,0.100434923900247,0,0,26.1687707641196,141.011930118832,"CAMK1;ASGR1"
"Danazol-2000 mg/kg in CMC-Rat-Liver-5d-up","2/303",0.00456855800597827,0.100434923900247,0,0,26.1687707641196,141.011930118832,"CAMK1;ASGR1"
"Promazine-100 mg/kg in Corn Oil-Rat-Liver-1d-up","2/305",0.00462761812497699,0.100434923900247,0,0,25.993399339934,139.733054410692,"CAMK1;ASGR1"
"Trichloroacetic Acid-474 mg/kg in Corn Oil-Rat-Liver-1d-up","2/305",0.00462761812497699,0.100434923900247,0,0,25.993399339934,139.733054410692,"CAMK1;ASGR1"
"2-Acetylaminofluorene-30 mg/kg in CMC-Rat-Liver-5d-up","2/306",0.00465728283950485,0.100434923900247,0,0,25.9065789473684,139.100792332116,"CAMK1;ASGR1"
"Citalopram-40 mg/kg in Corn Oil-Rat-Liver-3d-dn","2/306",0.00465728283950485,0.100434923900247,0,0,25.9065789473684,139.100792332116,"CAMK1;ASGR1"
"Nevirapine-29 mg/kg in Saline-Rat-Liver-0.25d-dn","2/307",0.00468703726001153,0.100434923900247,0,0,25.8203278688525,138.473246386889,"CAMK1;ASGR1"
"Nisoldipine-15 mg/kg in Water-Rat-Liver-0.25d-up","2/307",0.00468703726001153,0.100434923900247,0,0,25.8203278688525,138.473246386889,"CAMK1;ASGR1"
"Cyclandelate-1500 mg/kg in CMC-Rat-Liver-1d-up","2/307",0.00468703726001153,0.100434923900247,0,0,25.8203278688525,138.473246386889,"CAMK1;ASGR1"
"Glipizide-2500 mg/kg in CMC-Rat-Liver-5d-up","2/307",0.00468703726001153,0.100434923900247,0,0,25.8203278688525,138.473246386889,"CAMK1;ASGR1"
"Ethisterone-1500 mg/kg in CMC-Rat-Liver-5d-up","2/308",0.00471688133821288,0.100434923900247,0,0,25.7346405228758,137.85036666396,"CAMK1;ASGR1"
"Gentamicin-267 mg/kg in Corn Oil-Rat-Liver-3d-up","2/308",0.00471688133821288,0.100434923900247,0,0,25.7346405228758,137.85036666396,"CAMK1;ASGR1"
"Raloxifene-650 mg/kg in Corn Oil-Rat-Liver-0.25d-up","2/309",0.00474681502757686,0.100434923900247,0,0,25.6495114006515,137.232103928743,"CAMK1;ASGR1"
"Tamoxifen-2.5 mg/kg in Corn Oil-Rat-Liver-5d-dn","2/309",0.00474681502757686,0.100434923900247,0,0,25.6495114006515,137.232103928743,"CAMK1;ASGR1"
"11-Dichloroethene-600 mg/kg in Water-Rat-Liver-1d-up","2/310",0.00477683827885556,0.100434923900247,0,0,25.5649350649351,136.618409635887,"CAMK1;ASGR1"
"Mebendazole-50 mg/kg in Corn Oil-Rat-Liver-0.25d-up","2/310",0.00477683827885556,0.100434923900247,0,0,25.5649350649351,136.618409635887,"CAMK1;ASGR1"
"Megestrol Acetate-132 mg/kg in CMC-Rat-Liver-3d-up","2/312",0.00483715327742797,0.100434923900247,0,0,25.3974193548387,135.404535460449,"CAMK1;ASGR1"
"Benzocaine-1100 mg/kg in Corn Oil-Rat-Liver-1d-up","2/313",0.00486744492969279,0.100434923900247,0,0,25.3144694533762,134.804261739423,"CAMK1;ASGR1"
"NN-Dimethylformamide-2100 mg/kg in Saline-Rat-Liver-0.25d-dn","2/313",0.00486744492969279,0.100434923900247,0,0,25.3144694533762,134.804261739423,"CAMK1;ASGR1"
"Phenothiazine-386 mg/kg in Corn Oil-Rat-Liver-1d-dn","2/313",0.00486744492969279,0.100434923900247,0,0,25.3144694533762,134.804261739423,"CAMK1;ASGR1"
"Genistein-375 mg/kg in Corn Oil-Rat-Liver-5d-up","2/313",0.00486744492969279,0.100434923900247,0,0,25.3144694533762,134.804261739423,"CAMK1;ASGR1"
"Isoniazid-79 mg/kg in Water-Rat-Liver-5d-up","2/314",0.00489782595366237,0.100434923900247,0,0,25.2320512820513,134.208368762995,"CAMK1;ASGR1"
"Cerivastatin-0.05 mg/kg in Corn Oil-Rat-Liver-1d-up","2/314",0.00489782595366237,0.100434923900247,0,0,25.2320512820513,134.208368762995,"CAMK1;ASGR1"
"Acetaminophen-100 mg/kg in Corn Oil-Rat-Liver-3d-dn","2/316",0.0049588559242729,0.100434923900247,0,0,25.0687898089172,133.02954427171,"CAMK1;ASGR1"
"Azathioprine-20 mg/kg in Corn Oil-Rat-Liver-3d-up","2/316",0.0049588559242729,0.100434923900247,0,0,25.0687898089172,133.02954427171,"CAMK1;ASGR1"
"Nitrazepam-310 mg/kg in CMC-Rat-Liver-5d-up","2/316",0.0049588559242729,0.100434923900247,0,0,25.0687898089172,133.02954427171,"CAMK1;ASGR1"
"Oxymetholone-1170 mg/kg in CMC-Rat-Liver-3d-up","2/316",0.0049588559242729,0.100434923900247,0,0,25.0687898089172,133.02954427171,"CAMK1;ASGR1"
