"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"iopanoic acid-6348","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"CCR7;GIMAP5"
"pergolide-2403","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"GNLY;ARHGEF3"
"doxycycline-5838","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"LCK;PRF1"
"Prestwick-674-4738","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"IL2RB;CCR7"
"torasemide-5476","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"CCR7;GIMAP5"
"octopamine-3112","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"PRKCH;GNLY"
"nimodipine-3103","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"PRKCH;GNLY"
"trichostatin A-6916","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"ARHGEF3;FYN"
"crotamiton-5689","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"GIMAP5;GIMAP6"
"phensuximide-5522","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"PRKCH;CCR7"
"prazosin-6315","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"FYN;CCR7"
"tretinoin-6170","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"PRKCH;ARHGEF3"
"Prestwick-984-6603","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"CD2;GIMAP5"
"dihydroergotamine-1398","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"ARHGEF3;GIMAP5"
"valproic acid-345","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"CD2;FYN"
"scoulerine-5536","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"PRKCH;CD247"
"propantheline bromide-3013","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"CCR7;CD247"
"metformin-1816","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"PRKCH;PRF1"
"valproic acid-1047","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"PRKCH;FYN"
"articaine-3138","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"CD2;CD247"
"tanespimycin-5919","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"ITK;GIMAP5"
"sulfadoxine-7205","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"IL2RB;PRF1"
"methoxsalen-6661","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"CD2;CD247"
"sulfametoxydiazine-5732","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"GZMB;CD247"
"tretinoin-1152","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"PRKCH;ARHGEF3"
"diclofenac-333","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"GZMA;GIMAP5"
"fludrocortisone-4342","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"LCK;GIMAP5"
"pyrvinium-978","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"FYN;RASGRP1"
"allantoin-5471","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"ITK;PRF1"
"fulvestrant-5565","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"CCR7;GIMAP6"
"trichlormethiazide-4783","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"PRKCH;GIMAP6"
"norfloxacin-7283","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"ITK;CCR7"
"liothyronine-4947","2/100",0.00359423711737408,0.0819050397656154,0,0,25.3622448979592,142.749455625051,"PRF1;CCR7"
