"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"raloxifene-376","3/100",0.00012997496316054,0.0710963048488156,0,0,36.1728320194057,323.680603886026,"ITK;KLRK1;TRAC"
"fulvestrant-367","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"IL10RA;RASGRP1"
"trichostatin A-1175","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"TRAC;LCP2"
"SC-58125-254","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"KLRK1;TRAC"
"parthenolide-1736","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"IL10RA;TRAC"
"0317956-0000-3969","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"PRF1;RASGRP1"
"vorinostat-6179","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"TRAC;LCP2"
"doxylamine-4235","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"TRAC;PRF1"
"vorinostat-1161","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"TRAC;LCP2"
"fulvestrant-5598","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"PRF1;RASGRP1"
"finasteride-3744","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"TRAC;PRF1"
"tropicamide-3722","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"TRAC;PRF1"
"chlorambucil-3788","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"TRAC;PRF1"
"celecoxib-482","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"CCR7;CD247"
"alpha-ergocryptine-3817","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"TRAC;PRF1"
"indometacin-2377","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"IL10RA;TRAC"
"flutamide-3803","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"ITK;TRAC"
"PF-00562151-00-5922","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"TRAC;PRF1"
"sulfamerazine-3718","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"TRAC;PRF1"
"Prestwick-1080-3796","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"TRAC;PRF1"
"citalopram-3820","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"ITK;PRF1"
"6-benzylaminopurine-3726","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"TRAC;PRF1"
"tanespimycin-5919","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"TRAC;PRF1"
"nefopam-3730","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"TRAC;PRF1"
"succinylsulfathiazole-4265","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"TRAC;PRF1"
"Prestwick-674-3716","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"TRAC;PRF1"
"LM-1685-253","2/100",0.00443449984753605,0.0898396820963785,0,0,22.5419501133787,122.139959975335,"IL10RA;TRAC"
