"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Timolol-10 mg/kg in Water-Rat-Heart-1d-dn","3/303",0.00199994938799914,0.269111728022542,0,0,14.0592857142857,87.3733066468235,"RTN2;HIP1;CAMK1"
"Sodium Nitroprusside-6 mg/kg in Saline-Rat-Heart-3d-up","2/220",0.0146940892841013,0.269111728022542,0,0,12.0886850152905,51.0179977198292,"RTN2;HIP1"
"Atropine-94 mg/kg in Water-Rat-Heart-5d-up","2/247",0.0182843482849042,0.269111728022542,0,0,10.741768707483,42.9854418588249,"TRIO;HIP1"
"Vinorelbine-1.5 mg/kg in Saline-Rat-Heart-1d-up","2/249",0.0185638005110082,0.269111728022542,0,0,10.6537112010796,42.471465067377,"TRIO;HIP1"
"Atropine-94 mg/kg in Water-Rat-Heart-3d-up","2/250",0.0187042134455942,0.269111728022542,0,0,10.6102150537634,42.2181142680301,"TRIO;HIP1"
"Isoprenaline-15 mg/kg in Saline-Rat-Heart-1d-up","2/256",0.0195562573945375,0.269111728022542,0,0,10.3564304461942,40.746961047815,"TRIO;HIP1"
"44'-Methylenedianiline-81 mg/kg in Corn Oil-Rat-Kidney-1d-up","2/257",0.0196998518465425,0.269111728022542,0,0,10.3152941176471,40.5096470914468,"TRIO;HIP1"
"Ergocalciferol-15 mg/kg in CMC-Rat-Heart-3d-up","2/257",0.0196998518465425,0.269111728022542,0,0,10.3152941176471,40.5096470914468,"TRIO;HIP1"
"Cobalt(II) Acetylacetonate-100 mg/kg in Corn Oil-Rat-Heart-1d-dn","2/258",0.0198438976905799,0.269111728022542,0,0,10.2744791666667,40.2745069628924,"RTN2;HIP1"
"Doxorubicin-3 mg/kg in Saline-Rat-Heart-1d-up","2/258",0.0198438976905799,0.269111728022542,0,0,10.2744791666667,40.2745069628924,"HIP1;CAMK1"
"Prednisolone-184 mg/kg in Water-Rat-Heart-3d-up","2/260",0.0201333404706699,0.269111728022542,0,0,10.1937984496124,39.8106373045812,"TRIO;HIP1"
"Clomipramine-115 mg/kg in Water-Rat-Heart-1d-up","2/260",0.0201333404706699,0.269111728022542,0,0,10.1937984496124,39.8106373045812,"TRIO;HIP1"
"Phenacetin-619 mg/kg in Corn Oil-Rat-Kidney-5d-up","2/260",0.0201333404706699,0.269111728022542,0,0,10.1937984496124,39.8106373045812,"TRIO;HIP1"
"44'-Methylenedianiline-81 mg/kg in Corn Oil-Rat-Kidney-5d-up","2/261",0.0202787358583208,0.269111728022542,0,0,10.1539253539254,39.5818534772635,"TRIO;HIP1"
"6-Mercaptopurine-25 mg/kg in Corn Oil-Rat-Kidney-1d-up","2/262",0.0204245795462039,0.269111728022542,0,0,10.114358974359,39.3551348615678,"TRIO;HIP1"
"4-Methylpyrazole-155 mg/kg in Saline-Rat-Kidney-3d-up","2/263",0.0205708707696503,0.269111728022542,0,0,10.0750957854406,39.1304554043322,"TRIO;HIP1"
"Venlafaxine-320 mg/kg in Water-Rat-Kidney-3d-dn","2/266",0.0210124219235468,0.269111728022542,0,0,9.95909090909091,38.4683978075813,"TRIO;HIP1"
"3-Acetamidophenol-700 mg/kg in Corn Oil-Rat-Kidney-5d-up","2/267",0.021160495576505,0.269111728022542,0,0,9.92100628930818,38.2516228465489,"TRIO;HIP1"
"Bromisovalum-250 mg/kg in Corn Oil-Rat-Kidney-5d-up","2/267",0.021160495576505,0.269111728022542,0,0,9.92100628930818,38.2516228465489,"TRIO;HIP1"
