"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Rofecoxib-775 mg/kg in Corn Oil-Rat-Liver-5d-up","3/282",0.00135555758417272,0.255474271623727,0,0,16.298593879239,107.628455873292,"IL1B;G0S2;CXCL1"
"Sparteine-2222 uM in DMSO-Rat-Primary rat hepatocytes-0.67d-up","3/294",0.00152776410090198,0.255474271623727,0,0,15.6169706582078,101.259656655392,"G0S2;CXCL1;CXCL2"
"Diclofenac-10 mg/kg in Corn Oil-Rat-Kidney-5d-up","3/322",0.00198165465694087,0.255474271623727,0,0,14.2259464673258,88.5397742134369,"IL1B;G0S2;CXCL1"
"Nimodipine-1100 mg/kg in Corn Oil-Rat-Heart-1d-up","3/327",0.00207064065096647,0.255474271623727,0,0,14.002849002849,86.5361677139494,"G0S2;CXCL1;NFKB1"
"Leflunomide-60 mg/kg in Corn Oil-Rat-Liver-1d-up","2/227",0.0138601672119195,0.255474271623727,0,0,12.5453968253968,53.6784438029048,"G0S2;CXCL1"
"Secobarbital-20 mg/kg in Water-Rat-Liver-0.25d-dn","2/244",0.0158928553862734,0.255474271623727,0,0,11.6540731995277,48.2698381706228,"G0S2;CXCL1"
"Cytochalasin B-167 uM in DMSO-Rat-Primary rat hepatocytes-0.67d-up","2/246",0.0161400092645214,0.255474271623727,0,0,11.5573770491803,47.6909852410164,"G0S2;CXCL1"
"Cytochalasin B-167 uM in DMSO-Rat-Primary rat hepatocytes-1d-up","2/249",0.0165138671657028,0.255474271623727,0,0,11.4152689415847,46.8431818498249,"G0S2;CXCL1"
"Citalopram-150 uM in DMSO-Rat-Primary rat hepatocytes-1d-up","2/252",0.0168914617995133,0.255474271623727,0,0,11.2765714285714,46.019090383245,"G0S2;CXCL1"
"Clarithromycin-56 mg/kg in Water-Rat-Liver-3d-dn","2/253",0.0170181540006178,0.255474271623727,0,0,11.2310756972112,45.7495018339157,"G0S2;CXCL1"
"Stanozolol-39 mg/kg in Water-Rat-Liver-0.25d-dn","2/254",0.0171452587784693,0.255474271623727,0,0,11.1859410430839,45.482412124963,"G0S2;CXCL1"
"NN-Dimethylformamide-140 mg/kg in Saline-Rat-Spleen-3d-up","2/255",0.0172727754714235,0.255474271623727,0,0,11.1411631846414,45.2177888261288,"G0S2;NFKB1"
"Valproic Acid-850 mg/kg in Water-Rat-Liver-3d-dn","2/255",0.0172727754714235,0.255474271623727,0,0,11.1411631846414,45.2177888261288,"G0S2;CXCL1"
"Ergocalciferol-15 mg/kg in CMC-Rat-Liver-3d-up","2/260",0.0179165149103533,0.255474271623727,0,0,10.922480620155,43.9305706236792,"G0S2;CXCL1"
"Prinomastat-500 uM in DMSO-Rat-Primary rat hepatocytes-1d-up","2/260",0.0179165149103533,0.255474271623727,0,0,10.922480620155,43.9305706236792,"G0S2;CXCL1"
"Chloroxylenol-1915 mg/kg in Corn Oil-Rat-Liver-1d-up","2/262",0.0181768713281006,0.255474271623727,0,0,10.8373626373626,43.431871934918,"G0S2;CXCL1"
"Methyl Salicylate-444 mg/kg in Corn Oil-Rat-Liver-5d-dn","2/262",0.0181768713281006,0.255474271623727,0,0,10.8373626373626,43.431871934918,"G0S2;CXCL1"
"Pioglitazone-1500 mg/kg in Corn Oil-Rat-Liver-3d-dn","2/262",0.0181768713281006,0.255474271623727,0,0,10.8373626373626,43.431871934918,"G0S2;CXCL1"
"Ramipril-620 uM in DMSO-Rat-Primary rat hepatocytes-1d-up","2/262",0.0181768713281006,0.255474271623727,0,0,10.8373626373626,43.431871934918,"G0S2;CXCL1"
"Simvastatin-160 uM in DMSO-Rat-Primary rat hepatocytes-1d-up","2/262",0.0181768713281006,0.255474271623727,0,0,10.8373626373626,43.431871934918,"G0S2;CXCL1"
"Monocrotaline-333 uM in DMSO-Rat-Primary rat hepatocytes-0.67d-dn","2/263",0.0183076599371689,0.255474271623727,0,0,10.7952928297756,43.185875161888,"G0S2;CXCL1"
"Iproniazid-46 mg/kg in Water-Rat-Heart-5d-up","2/266",0.0187024595943353,0.255474271623727,0,0,10.6709956709957,42.4609613785355,"G0S2;NFKB1"
"Rapamycin-60 mg/kg in CMC-Rat-Heart-5d-up","2/270",0.0192345139810083,0.255474271623727,0,0,10.5095948827292,41.5239244624347,"G0S2;CXCL1"
"Mefenamic Acid-93 mg/kg in Corn Oil-Rat-Liver-3d-dn","2/271",0.0193685330793248,0.255474271623727,0,0,10.4699946893255,41.2947640161589,"G0S2;CXCL1"
"Zirconium(IV) Chloride-633 mg/kg in Corn Oil-Rat-Liver-3d-up","2/271",0.0193685330793248,0.255474271623727,0,0,10.4699946893255,41.2947640161589,"G0S2;CXCL1"
"6-Mercaptopurine-25 mg/kg in Corn Oil-Rat-Liver-5d-dn","2/273",0.0196377733760303,0.255474271623727,0,0,10.3916710595677,40.8423884479721,"G0S2;CXCL1"
"Procainamide-755 mg/kg in Water-Rat-Heart-3d-dn","2/273",0.0196377733760303,0.255474271623727,0,0,10.3916710595677,40.8423884479721,"G0S2;NFKB1"
"Cisplatin-63 uM in DMSO-Rat-Primary rat hepatocytes-0.67d-dn","2/274",0.0197729932955734,0.255474271623727,0,0,10.3529411764706,40.6191253839492,"G0S2;CXCL1"
"Ethanol-6000 mg/kg in Saline-Rat-Liver-0.25d-up","2/275",0.0199086122095242,0.255474271623727,0,0,10.3144950287807,40.3977807964656,"G0S2;CXCL1"
"Chlorambucil-4.5 mg/kg in Corn Oil-Rat-Spleen-5d-up","2/276",0.020044629474778,0.255474271623727,0,0,10.2763295099062,40.1783316420441,"IL1B;G0S2"
"Chlorpromazine-18 mg/kg in Water-Rat-Liver-1d-up","2/276",0.020044629474778,0.255474271623727,0,0,10.2763295099062,40.1783316420441,"G0S2;CXCL1"
"Lipopolysaccharide E. Coli O55:B5-1.25 mg/kg in Saline-Rat-Liver-3d-up","2/276",0.020044629474778,0.255474271623727,0,0,10.2763295099062,40.1783316420441,"IL1B;G0S2"
"Phenobarbital-25 mg/kg in Water-Rat-Liver-0.25d-dn","2/276",0.020044629474778,0.255474271623727,0,0,10.2763295099062,40.1783316420441,"G0S2;CXCL1"
"Digoxin-11 mg/kg in Corn Oil-Rat-Liver-1d-up","2/277",0.0201810444568104,0.255474271623727,0,0,10.2384415584416,39.9607552303582,"G0S2;CXCL1"
"Lomustine-560 uM in DMSO-Rat-Primary rat hepatocytes-0.67d-dn","2/277",0.0201810444568104,0.255474271623727,0,0,10.2384415584416,39.9607552303582,"G0S2;CXCL1"
"Tretinoin-7 mg/kg in Corn Oil-Rat-Liver-3d-dn","2/277",0.0201810444568104,0.255474271623727,0,0,10.2384415584416,39.9607552303582,"G0S2;CXCL1"
"Chloroxylenol-1915 mg/kg in Corn Oil-Rat-Liver-3d-up","2/278",0.0203178565165753,0.255474271623727,0,0,10.2008281573499,39.7450292242325,"G0S2;CXCL1"
"Naproxen-134 mg/kg in Corn Oil-Rat-Kidney-3d-up","2/278",0.0203178565165753,0.255474271623727,0,0,10.2008281573499,39.7450292242325,"IL1B;CXCL1"
"44'-Diethylaminoethoxyhexestrol-20 uM in DMSO-Rat-Primary rat hepatocytes-1d-up","2/279",0.0204550650156011,0.255474271623727,0,0,10.1634863331614,39.5311316303365,"G0S2;CXCL1"
"Nystatin-134 mg/kg in Corn Oil-Rat-Liver-1d-up","2/280",0.0205926693161938,0.255474271623727,0,0,10.1264131551901,39.3190407925958,"G0S2;CXCL1"
"Nimesulide-162 mg/kg in Corn Oil-Rat-Liver-1d-up","2/281",0.0207306687850362,0.255474271623727,0,0,10.089605734767,39.1087353841023,"G0S2;CXCL1"
"Pralidoxime Chloride-48 mg/kg in Saline-Rat-Liver-5d-up","2/281",0.0207306687850362,0.255474271623727,0,0,10.089605734767,39.1087353841023,"IL1B;CXCL1"
"Sulfaphenazole-1695 mg/kg in Water-Rat-Liver-0.25d-dn","2/281",0.0207306687850362,0.255474271623727,0,0,10.089605734767,39.1087353841023,"G0S2;CXCL1"
