"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Busulfan-36 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/262",0.0186538465618362,0.54715749289761,0,0,5.70405405405405,22.7118485927095,"HHEX;CCR5;F5"
"Naproxen-134 mg/kg in Corn Oil-Rat-Kidney-3d-up","3/278",0.021779159235885,0.54715749289761,0,0,5.36781818181818,20.5415760913013,"VNN1;UPP1;CCR5"
"Catechol-40 mg/kg in Saline-Rat-Bone marrow-3d-up","3/284",0.0230209036612514,0.54715749289761,0,0,5.25160142348754,19.8056407927829,"BST1;CCR5;F5"
"Catechol-195 mg/kg in Saline-Rat-Bone marrow-5d-up","3/290",0.0243007448356865,0.54715749289761,0,0,5.14024390243902,19.1075627919169,"BST1;CCR5;F5"
"Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-5d-dn","3/293",0.0249549534507197,0.54715749289761,0,0,5.08629310344828,18.7718951918118,"BST1;CCR5;F5"
"Fenofibrate-100 mg/kg in Corn Oil-Rat-Liver-1d-up","3/301",0.0267460627155638,0.54715749289761,0,0,4.94773489932886,17.9175688600513,"VNN1;CACNA2D3;CCR5"
"Penciclovir-1200 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","3/304",0.0274351755760961,0.54715749289761,0,0,4.89767441860465,17.6116909867214,"BST1;UPP1;F5"
"Thioguanine-12 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","3/309",0.0286048229224759,0.54715749289761,0,0,4.81642156862745,17.1184289300851,"UPP1;CCR5;F5"
"Ibuprofen-263 mg/kg in Corn Oil-Rat-Liver-5d-up","3/309",0.0286048229224759,0.54715749289761,0,0,4.81642156862745,17.1184289300851,"VNN1;CCR5;F5"
"2378-Tetrachlorodibenzo-P-Dioxin-0.0007 mg/kg in CMC-Rat-Liver-5d-up","3/310",0.0288419188978659,0.54715749289761,0,0,4.80048859934853,17.022174614257,"HHEX;VNN1;F5"
"Azithromycin-225 mg/kg in Water-Rat-Liver-1d-up","3/314",0.0298008474979398,0.54715749289761,0,0,4.73778135048232,16.6448608352732,"HHEX;CCR5;F5"
"Simvastatin-15 mg/kg in Corn Oil-Rat-Liver-1d-up","3/316",0.0302866337201204,0.54715749289761,0,0,4.70702875399361,16.460709232857,"VNN1;CCR5;F5"
"Diethylstilbestrol-280 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","3/316",0.0302866337201204,0.54715749289761,0,0,4.70702875399361,16.460709232857,"BST1;CCR5;F5"
"Bisacodyl-1750 mg/kg in CMC-Rat-Intestine-1d-up","3/322",0.0317692422919609,0.54715749289761,0,0,4.61708463949843,15.9255100385248,"BST1;RASSF4;CCR5"
"Catechol-195 mg/kg in Saline-Rat-Bone marrow-3d-up","3/337",0.0356408862830132,0.54715749289761,0,0,4.4063622754491,14.691965451823,"BST1;CCR5;F5"
