"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Celecoxib-400 mg/kg in Corn Oil-Rat-Liver-1d-up","4/274",0.00357914223209456,0.570830232950842,0,0,6.94320987654321,39.1085468780049,"STK10;NQO1;CCL22;SLCO2B1"
"Hydrocortisone-56 mg/kg in Corn Oil-Rat-Bone marrow-1d-up","4/288",0.00427251410714811,0.570830232950842,0,0,6.5962441314554,35.9861584121577,"STK10;SP140;ICAM2;NKG7"
"Ifosfamide-143 mg/kg in Saline-Rat-Bone marrow-1d-up","4/307",0.00535172198871084,0.570830232950842,0,0,6.17664623605218,32.3059407440481,"STK10;SLCO2B1;ICAM2;NKG7"
"Etoposide-100 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","4/316",0.00592145179635809,0.570830232950842,0,0,5.9957264957265,30.753122200279,"STK10;SLCO2B1;ICAM2;NKG7"
"Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","3/252",0.020150473661963,0.570830232950842,0,0,5.52115438498179,21.557499039947,"STK10;ICAM2;NKG7"
"Doxepin-147 mg/kg in CMC-Rat-Heart-1d-up","3/261",0.022079838057521,0.570830232950842,0,0,5.32612222823148,20.308985494829,"STK10;SLCO2B1;TIE1"
"Rolipram-75 mg/kg in CMC-Rat-Liver-1d-up","3/265",0.0229688248466743,0.570830232950842,0,0,5.24374223326824,19.7878770581301,"NQO1;CCL22;SLCO2B1"
"Carmustine-16 mg/kg in Corn Oil-Rat-Spleen-5d-up","3/271",0.0243386649117596,0.570830232950842,0,0,5.124783061437,19.0421002770222,"STK10;SLCO2B1;ICAM2"
"Busulfan-9 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","3/278",0.0259919548933085,0.570830232950842,0,0,4.99255813953488,18.2226785259521,"STK10;ICAM2;NKG7"
"Ciprofloxacin-450 mg/kg in Corn Oil-Rat-Liver-5d-dn","3/278",0.0259919548933085,0.570830232950842,0,0,4.99255813953488,18.2226785259521,"STK10;NQO1;SLCO2B1"
"Hydrocortisone-56 mg/kg in Corn Oil-Rat-Heart-3d-dn","3/279",0.0262329850703236,0.570830232950842,0,0,4.974216380182,18.1098170431291,"STK10;SLCO2B1;ICAM2"
"Levofloxacin-739 mg/kg in Water-Rat-Heart-1d-up","3/279",0.0262329850703236,0.570830232950842,0,0,4.974216380182,18.1098170431291,"STK10;SLCO2B1;ICAM2"
"Doxofylline-483 mg/kg in Water-Rat-Heart-5d-up","3/280",0.026475226203326,0.570830232950842,0,0,4.95600705230459,17.9979668111345,"STK10;TIE1;ICAM2"
"Zomepirac-2.8 mg/kg in Saline-Rat-Liver-0.25d-up","3/284",0.027456295580711,0.570830232950842,0,0,4.8844657783663,17.5604349626,"NQO1;CCL22;SLCO2B1"
"Carbon Tetrachloride-1175 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","3/285",0.0277045877979701,0.570830232950842,0,0,4.86689757545769,17.4534600497039,"STK10;ICAM2;NKG7"
"Melphalan-12 mg/kg in CMC-Rat-Spleen-1d-dn","3/285",0.0277045877979701,0.570830232950842,0,0,4.86689757545769,17.4534600497039,"STK10;ICAM2;NKG7"
"Thioguanine-12 mg/kg in Corn Oil-Rat-Spleen-0.25d-up","3/285",0.0277045877979701,0.570830232950842,0,0,4.86689757545769,17.4534600497039,"STK10;SLCO2B1;ICAM2"
"Clofibric Acid-448 mg/kg in Corn Oil-Rat-Liver-5d-dn","3/287",0.0282047999459012,0.570830232950842,0,0,4.83213232885686,17.2423195059659,"STK10;NQO1;SLCO2B1"
"Thioguanine-24 mg/kg in Corn Oil-Rat-Spleen-1d-up","3/287",0.0282047999459012,0.570830232950842,0,0,4.83213232885686,17.2423195059659,"STK10;SLCO2B1;ICAM2"
"5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-3d-dn","3/288",0.0284567191929837,0.570830232950842,0,0,4.81493268053856,17.1381316094388,"STK10;ICAM2;NKG7"
"Procarbazine-27 mg/kg in Water-Rat-Liver-5d-up","3/289",0.0287098467322604,0.570830232950842,0,0,4.79785330948122,17.0348507348928,"NQO1;CCL22;SLCO2B1"
"Lead(IV) Acetate-200 mg/kg in Saline-Rat-Spleen-3d-up","3/290",0.0289641821828748,0.570830232950842,0,0,4.78089295843125,16.9324661660928,"SP140;SLCO2B1;ICAM2"
"Streptozotocin-138 mg/kg in Saline-Rat-Liver-5d-up","3/290",0.0289641821828748,0.570830232950842,0,0,4.78089295843125,16.9324661660928,"STK10;CCL22;SLCO2B1"
"Imatinib-150 mg/kg in Water-Rat-Liver-5d-up","3/291",0.0292197251362724,0.570830232950842,0,0,4.7640503875969,16.8309673499817,"NQO1;CCL22;SLCO2B1"
"Zomepirac-11 mg/kg in Saline-Rat-Liver-1d-up","3/291",0.0292197251362724,0.570830232950842,0,0,4.7640503875969,16.8309673499817,"NQO1;CCL22;SLCO2B1"
"Etoposide-188 mg/kg in Corn Oil-Rat-Spleen-1d-up","3/293",0.0297344318469314,0.570830232950842,0,0,4.73071371291099,16.6305855503963,"SLCO2B1;ICAM2;NKG7"
"Procarbazine-54 mg/kg in Water-Rat-Liver-5d-up","3/294",0.0299935947082846,0.570830232950842,0,0,4.71421721409734,16.5316822404578,"NQO1;CCL22;SLCO2B1"
"Manganese (II) Chloride-700 mg/kg in Water-Rat-Liver-1d-up","3/295",0.0302539632706282,0.570830232950842,0,0,4.69783370500159,16.4336240262431,"STK10;NQO1;SLCO2B1"
"Melphalan-12 mg/kg in CMC-Rat-Spleen-3d-dn","3/295",0.0302539632706282,0.570830232950842,0,0,4.69783370500159,16.4336240262431,"STK10;ICAM2;NKG7"
"Etoposide-100 mg/kg in Corn Oil-Rat-Spleen-1d-up","3/296",0.030515537050366,0.570830232950842,0,0,4.68156202873244,16.336401117019,"STK10;SLCO2B1;NKG7"
"Benzethonium Chloride-30 mg/kg in Corn Oil-Rat-Liver-3d-up","3/300",0.0315738738393492,0.570830232950842,0,0,4.61757105943152,15.9556717598455,"NQO1;CCL22;ICAM2"
"Penciclovir-1200 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","3/300",0.0315738738393492,0.570830232950842,0,0,4.61757105943152,15.9556717598455,"STK10;ICAM2;NKG7"
"Indomethacin-12 mg/kg in Water-Rat-Liver-0.25d-up","3/302",0.0321102594423504,0.570830232950842,0,0,4.58621762464027,15.7700747831181,"NQO1;CCL22;SLCO2B1"
"Melphalan-12 mg/kg in CMC-Rat-Bone marrow-1d-up","3/302",0.0321102594423504,0.570830232950842,0,0,4.58621762464027,15.7700747831181,"STK10;ICAM2;NKG7"
"Etoposide-188 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","3/303",0.0323802544785714,0.570830232950842,0,0,4.5706976744186,15.6784367426792,"STK10;SLCO2B1;NKG7"
"Ferulic Acid-1500 mg/kg in CMC-Rat-Liver-5d-up","3/304",0.0326514501681883,0.570830232950842,0,0,4.55528084678977,15.5875606896269,"STK10;NQO1;NKG7"
"Penciclovir-1200 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","3/304",0.0326514501681883,0.570830232950842,0,0,4.55528084678977,15.5875606896269,"STK10;ICAM2;NKG7"
"Clobetasol Propionate-17 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","3/306",0.0331974409240398,0.570830232950842,0,0,4.52475247524752,15.4080603603041,"STK10;ICAM2;NKG7"
"Coumarin-111 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","3/306",0.0331974409240398,0.570830232950842,0,0,4.52475247524752,15.4080603603041,"STK10;ICAM2;NKG7"
"Mitomycin C-1.7 mg/kg in Saline-Rat-Spleen-1d-up","3/306",0.0331974409240398,0.570830232950842,0,0,4.52475247524752,15.4080603603041,"STK10;SP140;ICAM2"
"Methyl Methanesulfonate-113 mg/kg in Water-Rat-Bone marrow-3d-up","3/307",0.0334722346504156,0.570830232950842,0,0,4.50963892288862,15.3194192979395,"STK10;ICAM2;NKG7"
"Mitomycin C-0.5 mg/kg in Saline-Rat-Spleen-1d-up","3/308",0.0337482263577478,0.570830232950842,0,0,4.49462447579108,15.2315066455226,"STK10;SP140;ICAM2"
"Leflunomide-30 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","3/309",0.0340254153354243,0.570830232950842,0,0,4.4797081623347,15.1443143061056,"STK10;ICAM2;NKG7"
"Thioguanine-12 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","3/309",0.0340254153354243,0.570830232950842,0,0,4.4797081623347,15.1443143061056,"STK10;SLCO2B1;ICAM2"
"Hydroxyurea-400 mg/kg in Saline-Rat-Bone marrow-1d-up","3/311",0.0345833821850826,0.570830232950842,0,0,4.45016611295681,14.972058749462,"STK10;SLCO2B1;NKG7"
"Cyclosporin A-350 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","3/312",0.034864158555452,0.570830232950842,0,0,4.43553849627455,14.8869799042574,"STK10;ICAM2;NKG7"
"Acyclovir-980 mg/kg in Saline-Rat-Spleen-5d-up","3/313",0.035146129198102,0.570830232950842,0,0,4.42100525131283,14.8025901116079,"STK10;SP140;NKG7"
"Oxaliplatin-8 mg/kg in Saline-Rat-Bone marrow-1d-up","3/313",0.035146129198102,0.570830232950842,0,0,4.42100525131283,14.8025901116079,"STK10;ICAM2;NKG7"
