"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"2378-Tetrachlorodibenzo-P-Dioxin-0.0007 mg/kg in CMC-Rat-Liver-5d-up","4/310",0.00854637980159652,0.616002117293124,0,0,5.34912854030501,25.4738740220808,"HHEX;VNN1;ASGR2;F5"
"Lead(IV) Acetate-200 mg/kg in Saline-Rat-Bone marrow-3d-up","4/350",0.0129029571581713,0.616002117293124,0,0,4.72109826589595,20.5381879169417,"NFE2;BST1;KLF7;F5"
"Cyclosporin A-70 mg/kg in Corn Oil-Rat-Spleen-0.25d-dn","3/253",0.0280575933081214,0.616002117293124,0,0,4.824,17.2385445953435,"NFE2;ASGR2;F5"
"Gemcitabine-11 mg/kg in Saline-Rat-Bone marrow-3d-dn","3/256",0.0289153370729853,0.616002117293124,0,0,4.76607243687989,16.8880206695096,"NFE2;BST1;F5"
"Meloxicam-6 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/261",0.0303757896848598,0.616002117293124,0,0,4.67252017085904,16.3262965563215,"HHEX;ASGR2;F5"
"Busulfan-36 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/262",0.0306725060018693,0.616002117293124,0,0,4.65424316444725,16.2171918034565,"HHEX;ASGR2;F5"
"Fluphenazine-2.5 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/264",0.0312705583364752,0.616002117293124,0,0,4.61810931269059,16.0021101462961,"HHEX;ASGR2;F5"
"Podophyllotoxin-4 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","3/270",0.0331016109707467,0.616002117293124,0,0,4.51295574409539,15.3809353973457,"NFE2;BST1;F5"
"Valproic Acid-235 mg/kg in Water-Rat-Liver-0.25d-dn","3/272",0.0337242354523941,0.616002117293124,0,0,4.47894696912222,15.1815634027058,"HHEX;ASGR2;F5"
"Lead(IV) Acetate-200 mg/kg in Saline-Rat-Liver-3d-up","3/274",0.0343529831971817,0.616002117293124,0,0,4.4454401686874,14.9858740614682,"VNN1;ASGR2;F5"
"Cortisone-206 mg/kg in CMC-Rat-Liver-1d-up","3/274",0.0343529831971817,0.616002117293124,0,0,4.4454401686874,14.9858740614682,"HHEX;ASGR2;F5"
"Cytarabine-487 mg/kg in Saline-Rat-Spleen-5d-dn","3/274",0.0343529831971817,0.616002117293124,0,0,4.4454401686874,14.9858740614682,"NFE2;BST1;F5"
