"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Azasetron-580 mg/kg in CMC-Rat-Intestine-1d-up","3/263",0.0025091169534338,0.32218169361656,0,0,12.6403846153846,75.6884034142553,"RASSF4;PERP;AGPAT4"
"Busulfan-3 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/290",0.00330680137148402,0.32218169361656,0,0,11.4355400696864,65.3172194149562,"SYT11;PERP;CAMK1"
"Moclobemide-266 mg/kg in Water-Rat-Brain-3d-up","2/239",0.0257200568564657,0.32218169361656,0,0,8.76837663779702,32.0965038706751,"PERP;AGPAT4"
"Nortriptyline-63 mg/kg in Water-Rat-Heart-3d-up","2/262",0.0304775411710875,0.32218169361656,0,0,7.9834008097166,27.868177897112,"PERP;CAMK1"
"Nisoldipine-1125 mg/kg in Water-Rat-Liver-5d-dn","2/265",0.0311223261361773,0.32218169361656,0,0,7.89113468080849,27.3808945487265,"PERP;CAMK1"
"Cisapride-250 mg/kg in Corn Oil-Rat-Intestine-0.25d-up","2/265",0.0311223261361773,0.32218169361656,0,0,7.89113468080849,27.3808945487265,"PERP;AGPAT4"
"Ethosuximide-1200 mg/kg in Water-Rat-Brain-3d-up","2/267",0.0315552257807477,0.32218169361656,0,0,7.83078450844091,27.0633170926531,"PERP;AGPAT4"
"Chlorambucil-0.6 mg/kg in Corn Oil-Rat-Liver-5d-up","2/272",0.0326480449561947,0.32218169361656,0,0,7.68382066276803,26.2938061283524,"SYT11;PERP"
"Tramadol-114 mg/kg in Water-Rat-Brain-3d-up","2/273",0.0328684098089769,0.32218169361656,0,0,7.65507865604972,26.1439558664757,"PERP;AGPAT4"
"Rofecoxib-775 mg/kg in Corn Oil-Rat-Liver-3d-dn","2/274",0.0330893718012788,0.32218169361656,0,0,7.6265479876161,25.9954178386271,"PERP;CAMK1"
"Chlorobenzene-500 mg/kg in CMC-Rat-Heart-5d-dn","2/278",0.033979163949222,0.32218169361656,0,0,7.51449275362319,25.4140728596438,"PERP;CAMK1"
"Cisapride-250 mg/kg in Corn Oil-Rat-Intestine-5d-up","2/278",0.033979163949222,0.32218169361656,0,0,7.51449275362319,25.4140728596438,"PERP;AGPAT4"
"Nitrendipine-1100 mg/kg in Corn Oil-Rat-Heart-1d-dn","2/280",0.0344276074782797,0.32218169361656,0,0,7.45967436577054,25.1308708134586,"PERP;CAMK1"
"Chlorambucil-0.6 mg/kg in Corn Oil-Rat-Liver-1d-up","2/281",0.0346527113549086,0.32218169361656,0,0,7.43255989435955,24.9910855840578,"SYT11;PERP"
"Atorvastatin-2.5 mg/kg in Corn Oil-Rat-Liver-0.25d-up","2/284",0.0353315352463477,0.32218169361656,0,0,7.35237028742068,24.5788221479766,"SYT11;PERP"
"Leflunomide-60 mg/kg in Corn Oil-Rat-Liver-3d-up","2/285",0.0355589761359801,0.32218169361656,0,0,7.32601822577646,24.44371886833,"SYT11;PERP"
